#,url,sentence,label
38,http://www.bis.org/review/r220419b.htm,"you may also be interested in: ecb publishes report on payment preferences as part of digital euro investigation phase page î¤²view study on new digital payment methods pdf î¤²download contact european central bank directorate general communications sonnemannstrasse 20 î¤² 60314 frankfurt am main, germany î¤² +49 69 1344 7455 î¤² media@ecb.europa.eu î¤² reproduction is permitted provided that the source is acknowledged.",Process
39,http://www.bis.org/review/r220810a.htm,"to this end, central bank digital currency systems in different currency areas need to be designed so that they enable interoperability.",Feature
40,https://www.bis.org/review/r201201e.htm,"even if deposits at banks were more attractive for consumers than the digital euro in normal times, for example due to the interest they bear, what would happen in times of systemic crisis?",Risk-Benefit
41,http://www.bis.org/review/r210414h.htm,3 ] privacy was considered to be the most important feature of a digital euro in about 43% of replies.,Feature
42,http://www.bis.org/review/r220210d.htm,"this afternoon, the finalists of the global cbdc challenge will demonstrate their solutions to an international judging panel.",Process
43,http://www.bis.org/review/r220422d.htm,"in the same spirit, research about cbdcs is much more than just a game.",Process
44,https://www.bis.org/review/r180627a.htm,"in this case, the central bank would pay interest for digital currency accounts held at the central bank by individuals, companies and banks, similar to the deposit facility for commercial banks.",Feature
45,https://www.bis.org/review/r200925d.htm,"that is why while the issuance of a digital euro is not foreseen in the immediate future, the eurosystem has a keen interest to tackle the challenges arising from possible future scenarios.",Process
46,https://www.bis.org/review/r201230b.htm,the third topic i may not ignore and which is currently widely discussed is a digital ruble and what it can give to businesses.,Risk-Benefit
47,http://www.bis.org/review/r230901b.htm,"to address this question, many global central banks including the hkma are already trying to figure out how to improve the interoperability between different cbdcs.",Process
48,https://www.bis.org/review/r231127i.htm,"a digital euro would be driven by public interest, promoting open standards to create a network that benefits everyone, rather than serving private interests by creating 'walled gardens'.",Risk-Benefit
49,https://www.bis.org/review/r190712h.htm,"for instance, in terms of monetary policy, academia, in principle, argues that cbdcs should bear interest -- even negative interest rates in some cases -- as that could increase the effectiveness of monetary policy.",Feature
50,http://www.bis.org/review/r210811a.htm,"25. much recent discussion has focussed on the use of negative interest-bearing cbdcs for effectiveness of monetary policy, for a specific reason.",Feature
51,https://www.bis.org/review/r240306a.htm,exploring cbdc from such a perspective is equally important.,Process
52,https://www.bis.org/review/r201201e.htm,i have mentioned some important issues regarding cbdc that still require further analysis.,Process
53,http://www.bis.org/review/r210705c.htm,"in recent months, public interest in a ""digital dollar"" has reached fever pitch.",Process
54,https://www.bis.org/review/r180627a.htm,"furthermore, with an interest bearing cbdc, still only if we assume that zero-interest bearing paper currency eventually disappears, the constraint of an effective lower bound will be removed and thereby there will be no need for alternative monetary tools such as quantitative easing or 9 fiscal interventions .",Feature
55,https://www.bis.org/review/r240416b.htm,"the first phase of the e-hkd pilot programme had attracted enthusiastic responses, and we will continue to experiment with the industry on different innovative use cases in the next phase that we have launched last month.",Process
56,http://www.bis.org/review/r230208a.htm,interoperability between national and regional central bank digital currencies could bring substantial benefits by reducing the cost and frictions in cross border payments.,Risk-Benefit
57,http://www.bis.org/review/r220111d.htm,"and with the digital euro, we are now at the cusp of another key european project.",Process
58,https://www.bis.org/review/r210211d.htm,"by ensuring interoperability with foreign digital currencies, including other central bank digital currencies (cbdcs), it could create much needed 15 efficiency gains in cross-border payments[ ], lowering their costs.",Risk-Benefit
59,https://www.bis.org/review/r200306a.htm,"in fact, there seem to be high expectations for cbdc in this respect.",Process
60,http://www.bis.org/review/r230522j.htm,"in fact, ensuring good interoperability of business environments is a necessary condition for any kind of approach to crossborder payments, whether based on traditional or new technologies, such as distributed ledger technology and central bank currency (dlt and cbdc).",Feature
61,https://www.bis.org/review/r231113r.htm,5 potential risks posed by the digital euro you can probably guess from what i've just said that the introduction of the digital euro also harbours some risks that warrant consideration.,Risk-Benefit
62,https://www.bis.org/review/r240426m.htm,4 the benefits of a digital euro but how would a digital euro benefit consumers and merchants?,Risk-Benefit
63,http://www.bis.org/review/r220422d.htm,"research is already providing valuable insights for the ongoing investigation phase of our digital euro project, where we are looking at key issues regarding design and distribution.",Process
64,https://www.bis.org/review/r190712h.htm,"with regard to interoperability among private digital currencies, whether a central bank should allow new nonbank payment service providers, such as fintech firms, to open current accounts at the central bank may be an issue for discussion.",Feature
65,https://www.bis.org/review/r200911f.htm,"this could allow for new services and business models, like selling individual news articles for a few cents rather than monthly newspaper subscriptions.> [5] some experts believe that cbdc could reduce frictions between payment systems and increase the speed of transactions while ensuring their finality, for example by achieving delivery versus payment in securities transactions.> [6] it has also been argued that interest-bearing retail cbdc might boost monetary policy efficiency.",Feature
66,http://www.bis.org/review/r220630a.htm,"to the extent that there will be interoperability between cbdc systems of various countries, cross-border payments could become inexpensive, efficient, and faster.",Risk-Benefit
67,https://www.bis.org/review/r240625c.htm,"the fourth of my five factors that make the case for a digital euro is that the digital euro would provide the highest possible level of privacy, surpassed only by cash.",Feature
68,http://www.bis.org/review/r220629d.htm,what also needs to be organised is how a token-based cbdc (central bank digital currency) can be made interoperable with the traditional world of bank accounts.,Feature
69,http://www.bis.org/review/r221122a.htm,1 43% of respondents ranked privacy as the most important aspect of the digital euro (well ahead of other features) in order to maintain trust in payments in the digital age.,Feature
70,http://www.bis.org/review/r210323d.htm,"we are extremely excited about these initiatives on cbdcs on multiple fronts, and i would be very happy to share more findings with you all as we make further progress.",Process
71,http://www.bis.org/review/r211202d.htm,"to achieve this goal, it is logically necessary to strengthen cooperation with central banks from other jurisdictions for the sake of the 7 interoperability in practice of digital currencies, accommodating our respective designs.",Process
72,http://www.bis.org/review/r210517c.htm,"11. in the bank of england's 2020 discussion paper on cbdc we highlighted emerging functionalities such as programmable money, smart contracts, device to device payments and micropayments.",Feature
73,http://www.bis.org/review/r210414h.htm,"what services, functionalities or use cases do you think are feasible and should be considered when developing a digital euro?",Process
74,http://www.bis.org/review/r230419c.htm,what problem could a cbdc solve?,Process
75,https://www.bis.org/review/r190712h.htm,"if the interoperability of private money is enhanced through safe and efficient settlement using central bank current accounts, private digital currencies could resemble cbdc in terms of general acceptability.",Feature
76,http://www.bis.org/review/r230208a.htm,this assumption is particularly cautious for higher interest rate environments when deposits would be expected to pay holders somewhat more interest than an (unremunerated) digital pound.,Risk-Benefit
77,http://www.bis.org/review/r220517a.htm,a digital euro would bring important benefits in this context.,Risk-Benefit
78,http://www.bis.org/review/r220705a.htm,but the digital euro is just one example.,Process
79,https://www.bis.org/review/r240416b.htm,"the topics of tokenisation and programmability have since reverberated throughout the industry, with pilot participants proactively sharing their insights, designs and frameworks on how a digital money ecosystem could look like in future, which could encompass retail and wholesale cbdcs in co-existence with other forms of money issued by private firms.",Feature
80,http://www.bis.org/review/r220907b.htm,2 what could a digital euro deliver?,Process
82,https://www.bis.org/review/r180518a.htm,an interest-bearing central bank digital currency may help overcome these constraints.,Feature
83,http://www.bis.org/review/r230912d.htm,and i am confident that these insights will also contribute to the ongoing global discourse surrounding cbdcs.,Process
84,http://www.bis.org/review/r230208a.htm,"we are, as i have said, also seeking feedback on the technical approaches for such a model of the digital pound.",Process
85,http://www.bis.org/review/r210414h.htm,"privacy first as i have already mentioned, privacy emerges as the most important feature of a digital euro.",Feature
86,https://www.bis.org/review/r231027b.htm,we'll hear more about the results from some of these domestic and international initiatives on cbdcs later today.,Process
87,http://www.bis.org/review/r220830j.htm,i believe the recent advance of it technology and the growing interest in improving cross-border payment systems and developing cbdcs provide another great opportunity for us to redouble our efforts.,Risk-Benefit
88,http://www.bis.org/review/r211128f.htm,"as described in the report published by the banque de france on 8 november, these experiments showed the different ways in which cbdcs can be made interoperable and highlighted the benefits of a cbdc in a cross-border setting (e.g.",Feature
89,http://www.bis.org/review/r230404d.htm,"this project is really at the crossroads of a number of topics: enhancing cross-border payments, cbdcs interoperability, understanding of defi and the development of tokenised finance.",Process
90,http://www.bis.org/review/r221003i.htm,"i stand ready to discuss this with you in the coming months, as well as other important aspects of the digital euro that we are currently investigating.",Process
91,https://www.bis.org/review/r240430a.htm,"it is, however, the work being done on proposals to deploy a digital euro that has drawn the most attention in this area.",Process
92,http://www.bis.org/review/r220831c.htm,"hence, the time is ripe to ask and encourage you all to actively consider including cbdcrelated topics in your respective research agendas as means to broadly support our efforts in landing at the best possible blueprint for a digital euro: one that helps maximize its benefits while containing its hazards.",Process
93,https://www.bis.org/review/r200304f.htm,"first, how great is public demand for a cbdc and how extensively and for what purpose would people want to use it?",Process
94,http://www.bis.org/review/r220907b.htm,"this brings us to the question of ""what"" a digital euro could deliver.",Process
95,https://www.bis.org/review/r190527b.htm,some say that issuance of the interest-bearing retail cbdc could potentially improve the transmission of monetary policy - if indeed it is used widely.,Feature
96,http://www.bis.org/review/r220502b.htm,these give us additional insights on the payment needs of consumers and merchants and specific use cases of a potential digital euro.,Process
97,http://www.bis.org/review/r230124i.htm,"for further information, see also ecb (2023), "" digital euro - stocktake "", presentation to the eurogroup, 16 january.",Process
98,https://www.bis.org/review/r210211c.htm,this analysis will provide important input for the governing council when it decides whether or not to launch a digital euro project.,Process
99,http://www.bis.org/review/r220629d.htm,"issues, ladies and gentlemen, that a digital euro would, in any case, remedy from the start.",Risk-Benefit
100,http://www.bis.org/review/r210713c.htm,this might prove useful for instance to address challenges coming from the introduction of cbdc by other countries.,Risk-Benefit
101,http://www.bis.org/review/r221108a.htm,"our work on exploring the underlying rationale, potential benefits and risks and core design principles of a digital euro has made good progress.",Process
102,https://www.bis.org/review/r200925d.htm,"cross-border payments: another topic of growing interest regardless of its importance, expanding access to a central bank's balance sheet by making a cbdc available to households and non-financial corporations is only one of many ways in which technological innovation may help enhance the monetary and payment system.",Feature
103,http://www.bis.org/review/r211128f.htm,"however, to fully exploit this potential, central banks will need to coordinate their efforts to ensure that cbdcs in different jurisdictions are interoperable.",Process
104,http://www.bis.org/review/r221031c.htm,cbdc has attracted growing attention in recent years.,Process
105,https://www.bis.org/review/r241028i.htm,"the payment-vs-payment (pvp) experiment in cbdc we recently conducted with the hong kong monetary authority is an illustration of this, with an interoperability mechanism supported by swift to ensure synchronised settlement of both legs of the transaction.",Feature
106,https://www.bis.org/review/r201013a.htm,but introducing a digital euro is more than a technical question.,Process
107,https://www.bis.org/review/r240709a.htm,"2 why we need a digital euro the digital euro is currently in the ""preparation phase"", as it is called.",Process
108,https://www.bis.org/review/r191204c.htm,"if interoperability between private digital money increases, private money will approach more closely to central bank money in terms of general acceptability.",Risk-Benefit
109,https://www.bis.org/review/r200306a.htm,"issues regarding cbdc what, then, will be the roles and functions expected for cbdc, other than those discussed in these cases?",Process
110,http://www.bis.org/review/r230208a.htm,such a blueprint will provide evidence that will allow us to evaluate the feasibility and costs of developing a digital pound.,Process
111,http://www.bis.org/review/r230419c.htm,"the issue of privacy may be less difficult to address in the case of wholesale use cases, in which a cbdc would only be used by traditional financial institutions to conduct a limited range of financial market transactions.",Feature
112,https://www.bis.org/review/r180607c.htm,"a shift from interest-free cash to an interest-bearing cbdc would affect seigniorage in multiple ways: in addition to the direct effect on interest payments by the central bank (which would have a negative impact on seigniorage), it would have indirect effects by reducing the costs of supplying cash (positive impact) and by increasing the demand for central bank liabilities (positive impact).",Feature
113,http://www.bis.org/review/r210414h.htm,"at the ecb we started to explore privacy in digital payments early in our work on a central bank digital currency, and we will continue to do so through further analyses.",Process
114,https://www.bis.org/review/r201013a.htm,"payments must also respect people's right to privacy in the digital era, and the design of a digital euro would have to respect this principle.",Feature
115,http://www.bis.org/review/r230404d.htm,"technically, this project is a real challenge and it will contribute to the definition of smartcontract standards for the automation of tokenised financial markets and the interoperability of cbdcs.",Feature
116,https://www.bis.org/review/r231113r.htm,their feedback was clear: most respondents consider privacy the most important factor when paying with a digital euro.,Feature
117,http://www.bis.org/review/r220907b.htm,this brings me to the third reason: a digital euro could support digital processes on a large scale.,Risk-Benefit
118,http://www.bis.org/review/r210705c.htm,let's examine some of the arguments raised by cbdc supporters.,Process
119,http://www.bis.org/review/r220629d.htm,a cbdc (central bank digital currency) has to be developed in such a way that it is also interoperable with the storage of commercial bank money in digital accounts.,Feature
120,https://www.bis.org/review/r180607c.htm,"for example, interest payments would make a cbdc a closer substitute of bank deposits.18 this would increase the volatility of deposits and, in extreme conditions, could even facilitate a digital bank run (whose probability is increased by the very existence of a cbdc): in bad times, depositors could switch rapidly and at no cost from their bank account to the cbdc.",Risk-Benefit
121,http://www.bis.org/review/r220419b.htm,"[ today, i would first like to highlight some important features which, by making a digital euro attractive to citizens and merchants alike, would help us to achieve these objectives.",Feature
122,http://www.bis.org/review/r221116c.htm,preserving this model of public-private partnership will be key to the success of a digital euro.,Feature
123,http://www.bis.org/review/r221108a.htm,"in our public consultation, 43% of respondents ranked privacy as the most important aspect of the digital euro, well ahead of other features.",Feature
124,http://www.bis.org/review/r220629d.htm,but take it from me: even in our discussions about a digital euro aristotle does play a role from time to time.,Process
125,http://www.bis.org/review/r220429a.htm,"for retail cbdcs, mas is keeping an open mind.",Process
126,https://www.bis.org/review/r241028e.htm,"for me, this justifies why we must continue to prepare for retail cbdc.",Process
127,http://www.bis.org/review/r220928e.htm,"without overpromising on that pilot wholesale cbdc, we have to seize the opportunity to try out various solutions from 2023 onwards.",Process
128,http://www.bis.org/review/r220422d.htm,"an increase in its remuneration would force banks to raise the interest on their deposits, leading to higher cbdc and deposit balances.",Feature
129,http://www.bis.org/review/r221031j.htm,this element has been taken in duly consideration in the current investigation phase of the digital euro.,Process
130,https://www.bis.org/review/r180607c.htm,"while the jury is still out on whether we will have a cbdc, the debate is already bringing benefits.",Risk-Benefit
131,https://www.bis.org/review/r241129b.htm,"our flagship project, the multi-cbdc platform mbridge is a very good example.",Feature
132,http://www.bis.org/review/r230705c.htm,this gave us more insights into the payment needs of potential users of a digital euro.,Process
133,http://www.bis.org/review/r220616a.htm,17. a retail cbdc remuneration rate is an interest rate applicable to retail cbdc holdings.,Feature
134,https://www.bis.org/review/r190321a.htm,there will be much more to reveal about project sand dollar.,Process
135,https://www.bis.org/review/r241014i.htm,"second, i will aim to highlight this topic in the context of the eurosystem's work on a digital euro - the envisaged european retail cbdc.",Process
136,http://www.bis.org/review/r230427b.htm,"here, in general, every cbdc at first seems like a win-win solution.",Risk-Benefit
137,https://www.bis.org/review/r190711i.htm,"further to the above, a number of other possible advantages of cbdcs have been identified.",Risk-Benefit
138,http://www.bis.org/review/r220210d.htm,interest in retail cbdcs has risen sharply in the last two years.,Process
139,https://www.bis.org/review/r241014i.htm,"in my view, we have a historic opportunity to vastly improve cross-border transactions by making different cbdcs interoperable from the very beginning.",Risk-Benefit
140,https://www.bis.org/review/r240213e.htm,"see also ecb (2023), ""digital euro: the next step in the advancement of our currency"", 18 october; and ecb (2023), ""a stocktake on the digital euro - summary report on the investigation phase and outlook on the next phase"", 18 october.",Process
141,http://www.bis.org/review/r211202d.htm,"but in addition to confirming the interest the digital euro arouses, the exercise has enabled us to verify that both consumers and firms set great store by privacy, security and the possibility of readily making payments throughout the euro area.",Feature
142,http://www.bis.org/review/r230705c.htm,"3.3 future-proof concept, enabling new business opportunities this brings me to the next ingredient: a digital euro would also need a future-proof concept that could respond flexibly to future needs and enable new business opportunities.",Feature
143,https://www.bis.org/review/r240625c.htm,i will focus on five factors that speak in favour of the digital euro.,Risk-Benefit
144,https://www.bis.org/review/r201106i.htm,"could cbdc provide more than cash can offer, in the form of a greater range of uses and more innovation?",Process
145,http://www.bis.org/review/r210811a.htm,depositors that require cbdcs for transactional purposes are likely to sweep day end balances to interest-earning deposit accounts.,Feature
146,https://www.bis.org/review/r201013a.htm,"a digital euro would be critically important in a number of scenarios, which are analysed in our report.",Risk-Benefit
147,https://www.bis.org/review/r201013a.htm,issuing a digital euro would be relevant for almost everything the ecb does.,Risk-Benefit
148,https://www.bis.org/review/r200511a.htm,so we have plenty of questions on cbdc to discuss.,Process
149,https://www.bis.org/review/r201013a.htm,"legal considerations and possible challenges a digital euro would raise legal, technological and policy questions that we need to address.",Risk-Benefit
150,http://www.bis.org/review/r221031j.htm,"4. wholesale cbdc: a hint since wholesale and retail cbdc are complementing each other by addressing the different needs of different users, let me now touch upon the implementation of a wholesale cbdc.",Feature
151,http://www.bis.org/review/r230705c.htm,"by providing a programmable and secure digital infrastructure, cbdcs open up a world of possibilities for the development of new financial products and services.",Feature
153,https://www.bis.org/review/r241216b.htm,"in addition to project acacia, we have a number of other cbdc initiatives in line over the next year.",Process
154,http://www.bis.org/review/r220705a.htm,the digital euro is a key innovation for serving the interests of europeans in a digital world.,Risk-Benefit
155,https://www.bis.org/review/r240129a.htm,"see cpmi, bisih, imf, wb (2022), options for access to and interoperability of cbdcs for cross-border payments.",Process
156,http://www.bis.org/review/r220831c.htm,"that means one that takes into account aspects such as potential distortions of cbdcs to cross-border capital flows, the prospect of a displacement of international reserve currencies or the degree of fragmentation of capital markets they may introduce due to unresolved interoperability issues.",Risk-Benefit
157,http://www.bis.org/review/r221031j.htm,"other relevant technical challenges are related to the openness and interoperability features that a cbdc should exhibit; these requires building solutions that rely as much as possible on widely accepted standards and technologies, without imposing options which could restrict the access of intermediaries and value-added service providers, hindering the financial innovation and creating artificial competition barriers.",Feature
158,http://www.bis.org/review/r230705c.htm,1 introduction 2 why are we considering issuing a digital euro?,Process
159,http://www.bis.org/review/r211217f.htm,it will answer key questions on the design and distribution options for a digital euro.,Process
160,https://www.bis.org/review/r241014i.htm,a digital euro would be a major step forward in this context.,Risk-Benefit
161,https://www.bis.org/review/r231121i.htm,"as i have commented throughout my address, a digital euro that is soundly anchored to a welldesigned legal framework of the highest level has the potential to provide significant benefits to european citizens.",Risk-Benefit
162,http://www.bis.org/review/r230705c.htm,the third reason is that a digital euro might support digital processes in various aspects.,Risk-Benefit
163,http://www.bis.org/review/r230912d.htm,i mentioned it to underline one key aspect of our cbdc research efforts: collaboration.,Process
164,https://www.bis.org/review/r200616a.htm,cbdc presents a number of potential opportunities.,Risk-Benefit
165,http://www.bis.org/review/r230418h.htm,this is an important reason why the ecb is exploring in depth how a digital euro could best work if launched.,Process
166,http://www.bis.org/review/r230208a.htm,throughout the next phase we hope to continue to benefit from a wide range of views and expert advice on the digital pound.,Process
167,https://www.bis.org/review/r240425d.htm,2 our vision for a digital euro let us now take a look into the future.,Process
168,http://www.bis.org/review/r220831c.htm,"as such, the fine-tuning of design features of the digital euro calls for additional research which i strongly believe the members of cebra are best positioned to provide us with.",Process
169,http://www.bis.org/review/r230124i.htm,"18. for more information on the use cases see panetta, f. (2022), "" a digital euro that serves the needs of the public: striking the right balance "", introductory statement at the committee on economic and monetary affairs of the european parliament, brussels, 30 march.",Process
170,https://www.bis.org/review/r180208a.htm,if we could fast-forward a bit -- can you imagine a situation where there is going to be one day a digital euro?,Process
171,https://www.bis.org/review/r201020g.htm,how can cbdc in the euro area work from a technical perspective?,Process
172,http://www.bis.org/review/r210427e.htm,"probably, a digital ruble is one of the most frequently discussed topics today.",Process
173,https://www.bis.org/review/r231018d.htm,"i believe it is important to continue to research the possible benefits, risks, and tradeoffs of a potential u.s. cbdc, and to follow international cbdc developments that could have implications for the united states.",Process
174,https://www.bis.org/review/r240918c.htm,Â°1 this suggests privacy considerations should not be determinative in any decision on a retail cbdc.,Feature
175,https://www.bis.org/review/r201230b.htm,"of course, a digital ruble may also create new risks, and we are closely exploring them.",Risk-Benefit
176,https://www.bis.org/review/r240313o.htm,"therefore, we follow the development closely and reassess the argu- ments for and against our own cbdc on an ongoing basis.",Process
177,https://www.bis.org/review/r180308a.htm,"then consumers would have nowhere to hide from negative rates, if they do not want to leave their local currency entirely if the central bank guaranteed the anonymity of transactions conducted in the new digital currency (nobody knows if this is possible), it would behave much like cash - with the significant possibility of a non-zero interest rate charged on balances deposited in it.",Feature
178,https://www.bis.org/review/r231121i.htm,"its members' opinions and observations have proven particularly valuable on our journey to define a digital euro, and i am certain that this will remain the case during the next phase.",Process
179,http://www.bis.org/review/r221116c.htm,"because our research has shown that consumers are 7 expecting a ""best in class"" experience with the digital euro as well.",Risk-Benefit
180,https://www.bis.org/review/r180627a.htm,"in a recent working paper of bank of england, cbdc is defined as ""a central bank granting universal, electronic, 24x7, national-currency-denominated 8 and interest-bearing access to its balance sheet"" .",Feature
181,http://www.bis.org/review/r210705c.htm,"nevertheless, the recent clamor over cbdcs makes it appropriate to explore the benefits, costs, and practicalities of implementing one in the united states if such legislative authority were granted.",Process
182,https://www.bis.org/review/r191015b.htm,"against this background, the potential role of a wholesale cbdc is in my view worth considering if not desirable.",Process
183,http://www.bis.org/review/r211202d.htm,it thus enabled business opportunities that had hitherto been non-existent.6 there is a further potential opportunity linked to a future digital euro that i should mention.,Risk-Benefit
184,http://www.bis.org/review/r230210a.htm,"if a cbdc is needed and decided as a matter of public interest, don't oppose it.",Process
185,http://www.bis.org/review/r230705c.htm,"3 the ""recipe for success"" for a digital euro 3.1 broad usability, without unwanted side effects 3.2 well-thought-out implementation at the front-end 3.3 future-proof concept, enabling new business opportunities 3.4 a solid legal framework 3.5 collaboration of all stakeholders 4 conclusion 1 introduction ladies and gentlemen, distinguished guests, i am delighted to be here with you today at this esteemed university in beautiful cape town.",Feature
186,http://www.bis.org/review/r220210e.htm,"until mid-2023, the eurosystem will be investigating use cases, the potential design and the features of a digital euro.",Process
187,http://www.bis.org/review/r220419b.htm,"[ the public consultation we conducted between october 2020 and january 2021 indicated that privacy is key, so that the digital euro helps to maintain trust in payments in the digital age.",Feature
188,http://www.bis.org/review/r210414h.htm,their responses show the high expectations that prospective users have for a digital euro and provide valuable input for our work.,Process
189,https://www.bis.org/review/r231121i.htm,how could the digital euro contribute to this aim?,Process
190,http://www.bis.org/review/r220429a.htm,"for wholesale cbdcs, mas sees a variety of potential use cases.",Process
191,https://www.bis.org/review/r240430a.htm,"while this initiative is advancing quickly, a long road still lies ahead before people contemplate paying with digital euro.",Process
192,https://www.bis.org/review/r231121a.htm,"in the next phase of the work, we will work more intensively with the private sector to explore possible use cases for a digital pound and the technological design necessary to create the best platform for innovation.",Process
193,https://www.bis.org/review/r240306a.htm,"how should we utilize cbdc to empower people and firms, and ultimately establish a new ecosystem, which would be brought about by cbdc adoption?",Process
194,https://www.bis.org/review/r241014m.htm,"going forward, harmonisation of standards and interoperability would be important for cbdcs for cross-border payments and to overcome the serious financial stability concerns associated with cryptocurrencies.",Feature
195,http://www.bis.org/review/r230628e.htm,we are advancing with our digital euro project and aim to complete our investigation phase later this year.,Process
196,https://www.bis.org/review/r240828p.htm,yet another path 7 breaking use case is farmers getting purpose bound money through programmable cbdc for generation of carbon credits.,Feature
197,https://www.bis.org/review/r241113a.htm,"in a speech i gave in august 2021, i asked, what problem would a cbdc solve?",Process
198,http://www.bis.org/review/r221017d.htm,"and of course, a digital euro would be state-of-theart and suitable for tech-savvy environments, like here in madrid - be it on the high speed train, in the bernabeu stadium or even in the venerable halls of the prado museum.",Risk-Benefit
