url,cbdc_sentence,title,description,date,author,affiliation,position,country
https://www.bis.org/review/r160303e.pdf,if all a cbdc did was to substitute for cash - if it bore no interest and came without any of the extra services we get with bank accounts1 - people would probably still want to keep most of their money in commercial banks.,Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"if all it did was to reduce the demand for physical cash, it's not clear the macroeconomic effects of a cbdc would be that significant.",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"if it were a close substitute for bank deposits, a cbdc would represent a shift towards a ""narrower"" banking system.",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,in particular - and this is the potential catch with too widespread a cbdc - it might threaten their lending activity.,Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,it seems to me that the more material effects of a cbdc would arise if it provided competition not just for banknotes but for commercial bank deposits as well.,Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"it's also true that, were a cbdc fully to displace paper currency, that would open the door to the possibility of materially negative interest rates (buiter (2009), rogoff (2014), haldane (2015)).",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"leaving aside the question of whether or not you should actively get rid of banknotes8, a purely cash-like version of a cbdc would mainly involve substituting one zero-yielding liability of the central bank for another.",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"no longer would a cbdc be a purely technical decision, about the costs and security of exchanging money.",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,some suggest that central banks will have to issue their own digital currency - i.e.,Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,that drain would be greater the more closely a cbdc resembles a genuine bank account.,Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"the cbdc and ""narrow banking"" but which would it be - an actual bank account, with all the extra services such things entail, perhaps including the payment of interest; or simply ""e-cash"" - something that can only be used for retail transfers and doesn't receive any interest?",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"what i do want to do, however, is to point out that it is a relevant question - that the introduction of a cbdc probably involves more than a narrow, technical judgement about the efficiency of the payments system, very important though that is.",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"what is a ""central bank digital currency""?",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"whether or not ""digital currency"" is the right way to describe something like bitcoin, or its central bank counterpart, is also unclear.",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160303e.pdf,"with an easily available alternative, banks' remaining deposits would more readily migrate to the cbdc during times of stress.",Ben Broadbent: Central banks and digital currencies,"Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 2 March 2016.",3/2/2016 0:00,Ben Broadbent,Bank of England,Deputy Governor for Monetary Policy,UK
https://www.bis.org/review/r160426b.htm,citizens would have the choice to hold commercial bank deposits with banks or digital currency at the central bank.,Yves Mersch: Distributed ledger technology - panacea or flash in the pan?,"Speech by Mr Yves Mersch, Member of the Executive Board of the European Central Bank, at the Deutsche Bank Transaction Bankers' Forum 2016, Frankfurt am Main, 25 April 2016.",4/25/2016 0:00,Yves Mersch,European Central Bank,Member of the Executive Board,Euro Area
https://www.bis.org/review/r160426b.htm,"consequently, these would be the only entities that have access to the central bank digital currency on the ledger.",Yves Mersch: Distributed ledger technology - panacea or flash in the pan?,"Speech by Mr Yves Mersch, Member of the Executive Board of the European Central Bank, at the Deutsche Bank Transaction Bankers' Forum 2016, Frankfurt am Main, 25 April 2016.",4/25/2016 0:00,Yves Mersch,European Central Bank,Member of the Executive Board,Euro Area
https://www.bis.org/review/r160426b.htm,"it will range from practical aspects, such as the possible usage of dlt for our eurosystem market infrastructure, to more research driven activities like the implications of the issuance of central bank digital money.",Yves Mersch: Distributed ledger technology - panacea or flash in the pan?,"Speech by Mr Yves Mersch, Member of the Executive Board of the European Central Bank, at the Deutsche Bank Transaction Bankers' Forum 2016, Frankfurt am Main, 25 April 2016.",4/25/2016 0:00,Yves Mersch,European Central Bank,Member of the Executive Board,Euro Area
https://www.bis.org/review/r160426b.htm,what if psp or even individuals could access the central bank digital currency on the ledger via their bank accounts?,Yves Mersch: Distributed ledger technology - panacea or flash in the pan?,"Speech by Mr Yves Mersch, Member of the Executive Board of the European Central Bank, at the Deutsche Bank Transaction Bankers' Forum 2016, Frankfurt am Main, 25 April 2016.",4/25/2016 0:00,Yves Mersch,European Central Bank,Member of the Executive Board,Euro Area
https://www.bis.org/review/r160426b.htm,what is the impact of central bank digital currency on physical cash?,Yves Mersch: Distributed ledger technology - panacea or flash in the pan?,"Speech by Mr Yves Mersch, Member of the Executive Board of the European Central Bank, at the Deutsche Bank Transaction Bankers' Forum 2016, Frankfurt am Main, 25 April 2016.",4/25/2016 0:00,Yves Mersch,European Central Bank,Member of the Executive Board,Euro Area
https://www.bis.org/review/r160527a.htm,"indeed, some central banks have recently mentioned the possibility of central banks' issuing digital currencies, and there are arguments that central banks' digital currencies would be similar to the provision of central bank accounts not only to financial institutions but also to the general public.2 the bank does not have a specific plan to issue digital currencies at this stage, but will deepen its research and analytical activities so as to understand the impact of technological innovations, fintech and distributed ledger on financial architectures and fmis while keeping all options open, including the possibility of the bank's utilizing such advanced technologies in its own operations in future.",Hiroshi Nakaso: Central bank policy on financial market infrastructure,"Remarks by Mr Hiroshi Nakaso, Deputy Governor of the Bank of Japan, at the Conference on Retail Payments, Tokyo, 12 May 2016.",5/12/2016 0:00,Hiroshi Nakaso,Bank of Japan,Deputy Governor,Japan
https://www.bis.org/review/r160616e.htm,"some have proposed that the central banks could issue circulating digital currency by using the distributed ledger technology, like the bitcoin does.",Erkki Liikanen: Cash and the central bank,"Opening remarks by Mr Erkki Liikanen, Governor of the Bank of Finland, at the Bank of Finland Conference on Going Cashless, Helsinki, 14 June 2016.",6/14/2016 0:00,Erkki Liikanen,Bank of Finland,Governor,Finland
https://www.bis.org/review/r160621e.htm,"however, were it to co-exist with the current banking model, it could exacerbate liquidity risk by lowering the frictions involved in running to central bank money.11 these questions and others are why these topics are being examined as part of the bank's research agenda, with the prospect of a central bank digital currency for the uk, in my view, still some way off.","Mark Carney: Enabling the FinTech transformation - revolution, restoration, or reformation?","Speech by Mr Mark Carney, Governor of the Bank of England and Chairman of the Financial Stability Board, at the Lord Mayor's Banquet for Bankers and Merchants of the City of London, Mansion House, London, 16 June 2016.",6/16/2016 0:00,Mark Carney,Bank of England,Governor,UK
https://www.bis.org/review/r160621e.htm,"in the extreme, a dl for everyone could open the possibility of creating a central bank digital currency.","Mark Carney: Enabling the FinTech transformation - revolution, restoration, or reformation?","Speech by Mr Mark Carney, Governor of the Bank of England and Chairman of the Financial Stability Board, at the Lord Mayor's Banquet for Bankers and Merchants of the City of London, Mansion House, London, 16 June 2016.",6/16/2016 0:00,Mark Carney,Bank of England,Governor,UK
https://www.bis.org/review/r160622c.htm,"at another level, there is much discussion of the relative merits of more widespread adoption of private-sector digital currencies versus a new role for central banks in the direct issuance and management of publicly-backed digital currencies.",Philip R Lane: Technological innovation and financial services,"Address by Mr Philip R Lane, Governor of the Central Bank of Ireland, at Financial Services Ireland Ibec Annual Lunch, Dublin, 16 June 2016.",6/16/2016 0:00,Philip R Lane,Central Bank of Ireland,Governor,Ireland
https://www.bis.org/review/r160622a.htm,"like many other central banks, we are also researching the conceptual merits of issuing electronic money ourselves.8 in fact, the potential for dlt is actually stronger for applications outside of digital currencies.",Carolyn Wilkins: Fintech and the financial ecosystem - evolution or revolution?,"Remarks by Ms Carolyn Wilkins, Senior Deputy Governor of the Bank of Canada, at Payments Canada, Calgary, Alberta, 17 June 2016.",6/17/2016 0:00,Carolyn Wilkins,Bank of Canada,Senior Deputy Governor,Canada
https://www.bis.org/review/r160622a.htm,"they contemplate alternative futures, such as one in which there is complete disintermediation of banks and even central banks, with state currencies being replaced by decentralized digital currencies.",Carolyn Wilkins: Fintech and the financial ecosystem - evolution or revolution?,"Remarks by Ms Carolyn Wilkins, Senior Deputy Governor of the Bank of Canada, at Payments Canada, Calgary, Alberta, 17 June 2016.",6/17/2016 0:00,Carolyn Wilkins,Bank of Canada,Senior Deputy Governor,Canada
https://www.bis.org/review/r190627d.htm,"19 adrian, t., ""stablecoins, central bank digital currencies, and cross-border payments: a new look at the international monetary system"", remarks at the imf-swiss national bank conference, zurich, may 2019.",Jens Weidmann: Macroprudential policy through the lens of Sherlock Holmes,"Welcome address by Dr Jens Weidmann, President of the Deutsche Bundesbank and Chairman of the Board of Directors of the Bank for International Settlements, at the 5th Annual Macroprudential Conference, Eltville, 21 June 2016.",6/21/2016 0:00,Jens Weidmann,Deutsche Bundesbank,President,Germany
https://www.bis.org/review/r190627d.htm,"this, mr adrian says, would actually create ""synthetic central bank digital currency"", as users could, ultimately, hold and transact in a central bank liability.",Jens Weidmann: Macroprudential policy through the lens of Sherlock Holmes,"Welcome address by Dr Jens Weidmann, President of the Deutsche Bundesbank and Chairman of the Board of Directors of the Bank for International Settlements, at the 5th Annual Macroprudential Conference, Eltville, 21 June 2016.",6/21/2016 0:00,Jens Weidmann,Deutsche Bundesbank,President,Germany
https://www.bis.org/review/r160928k.pdf,"central banks could themselves have a role to play in the operation or underpinning of any such system, through the issuance of a central bank digital currency or otherwise.",Andrew Hauser: A new RTGS service for the United Kingdom - a platform 9¾ for sterling payments?,"Remarks by Mr Andrew Hauser, Executive Director for Banking, Payments and Financial Resilience of the Bank of England, on the panel ""Towards a single platform for all payments"", at SWIFT s SIBOS conference, Geneva, 28 September 2016.",9/28/2016 0:00,Andrew Hauser,Bank of England,"Executive Director for Banking, Payments and Financial Resilience",UK
https://www.bis.org/review/r161118a.htm,this project marks the first step in mas' exploration of ways to harness the potential of central bank issued digital currency.,"Ravi Menon: Singapore's FinTech journey - where we are, what is next","Speech by Mr Ravi Menon, Managing Director of the Monetary Authority of Singapore, at the Singapore FinTech Festival - FinTech Conference, Singapore, 16 November 2016.",11/16/2016 0:00,Ravi Menon,Monetary Authority of Singapore,Managing Director,Singapore
https://www.bis.org/review/r161128a.htm,"some economists advocate that the central bank should replace cash with a digital currency that can be given a negative interest rate, for instance by reducing the balances on e-krona accounts or not redeeming e-krona at their full value.",Cecilia Skingsley: Should the Riksbank issue e-krona?,"Speech by Ms Cecilia Skingsley, Deputy Governor of the Sveriges Riksbank, at FinTech Stockholm 2016, Stockholm, 16 November 2016.",11/16/2016 0:00,Cecilia Skingsley,Sveriges Riksbank,Deputy Governor,Sweden
https://www.bis.org/review/r161128a.htm,the riksbank is one of the central banks that will need to take an active stance on whether or not to issue a digital currency first.,Cecilia Skingsley: Should the Riksbank issue e-krona?,"Speech by Ms Cecilia Skingsley, Deputy Governor of the Sveriges Riksbank, at FinTech Stockholm 2016, Stockholm, 16 November 2016.",11/16/2016 0:00,Cecilia Skingsley,Sveriges Riksbank,Deputy Governor,Sweden
https://www.bis.org/review/r161214a.htm,"banknotes are payment instruments with finality and can be used at any time, by any one, and in this regard some have recently argued that the central bank should issue its own digital currency as a substitute for banknotes.","Hiroshi Nakaso: FinTech - its impacts on finance, economies and central banking","Remarks by Mr Hiroshi Nakaso, Deputy Governor of the Bank of Japan, at the University of Tokyo - Bank of Japan Joint Conference on ""FinTech and the Future of Money"", Tokyo, 18 November 2016.",11/18/2016 0:00,Hiroshi Nakaso,Bank of Japan,Deputy Governor,Japan
https://www.bis.org/review/r161214a.htm,"references brainard, lael (2016), ""the use of distributed ledger technologies in payment, clearing and settlement,"" remarks at institute of international finance blockchain roundtable, april 14, 2016. broadbent, ben (2016), ""central banks and digital currencies,"" speech at london school of economics, march 2, 2016. carney, mark (2016), ""enabling the fintech transformation: revolution, restoration, or reformation?""","Hiroshi Nakaso: FinTech - its impacts on finance, economies and central banking","Remarks by Mr Hiroshi Nakaso, Deputy Governor of the Bank of Japan, at the University of Tokyo - Bank of Japan Joint Conference on ""FinTech and the Future of Money"", Tokyo, 18 November 2016.",11/18/2016 0:00,Hiroshi Nakaso,Bank of Japan,Deputy Governor,Japan
https://www.bis.org/review/r161214a.htm,the issue of central bank digital currency raises diverse topics that are attracting attention from academics.,"Hiroshi Nakaso: FinTech - its impacts on finance, economies and central banking","Remarks by Mr Hiroshi Nakaso, Deputy Governor of the Bank of Japan, at the University of Tokyo - Bank of Japan Joint Conference on ""FinTech and the Future of Money"", Tokyo, 18 November 2016.",11/18/2016 0:00,Hiroshi Nakaso,Bank of Japan,Deputy Governor,Japan
https://www.bis.org/review/r161214a.htm,"their argument for central bank digital currency seems to be based on the increased awareness of the costs of processing and storing paper-based banknotes, and they ask the central bank to adopt the newest information technology in order to satisfy the needs of the economy.","Hiroshi Nakaso: FinTech - its impacts on finance, economies and central banking","Remarks by Mr Hiroshi Nakaso, Deputy Governor of the Bank of Japan, at the University of Tokyo - Bank of Japan Joint Conference on ""FinTech and the Future of Money"", Tokyo, 18 November 2016.",11/18/2016 0:00,Hiroshi Nakaso,Bank of Japan,Deputy Governor,Japan
https://www.bis.org/review/r161212c.htm,"in particular, questions related to whether or not central banks should move central bank money to dlt and whether there is a need for issuing central bank digital currency.",Yves Mersch: Distributed ledger technology - role and relevance of the European Central Bank,"Speech by Mr Yves Mersch, Member of the Executive Board of the European Central Bank, at the 22nd Handelsblatt Annual Conference ""Banken-Technologie"", Frankfurt am Main, 6 December 2016.",12/6/2016 0:00,Yves Mersch,European Central Bank,Member of the Executive Board,Euro Area
https://www.bis.org/review/r170109a.htm,"central banks of major countries are carrying out in-depth research recently on digital currencies, and we too should begin research on the forms of issuance of, the technical framework for, and the effects on monetary policy and financial stability of digital currencies.",Juyeol Lee: New Year speech,"New Year's address by Mr Juyeol Lee, Governor of the Bank of Korea, at the Bank of Korea, Seoul, 2 January 2017.",1/2/2017 0:00,Juyeol Lee,Bank of Korea,Governor,Korea
https://www.bis.org/review/r170117b.htm,"today i will focus on one type of digital money - central bank digital currency, or digital base money (dbm).",Yves Mersch: Digital Base Money - an assessment from the European Central Bank's perspective,"Speech by Mr Yves Mersch, Member of the Executive Board of the European Central Bank, at the Farewell ceremony for Mr Pentti Hakkarainen, Deputy Governor of the Bank of Finland (Suomen Pankki), Helsinki, 16 January 2017.",1/16/2017 0:00,Yves Mersch,European Central Bank,Member of the Executive Board,Euro Area
https://www.bis.org/review/r170117b.htm,"yves mersch: digital base money - an assessment from the european central bank's perspective speech by mr yves mersch, member of the executive board of the european central bank, at the farewell ceremony for mr pentti hakkarainen, deputy governor of the bank of finland (suomen pankki), helsinki, 16 january 2017.",Yves Mersch: Digital Base Money - an assessment from the European Central Bank's perspective,"Speech by Mr Yves Mersch, Member of the Executive Board of the European Central Bank, at the Farewell ceremony for Mr Pentti Hakkarainen, Deputy Governor of the Bank of Finland (Suomen Pankki), Helsinki, 16 January 2017.",1/16/2017 0:00,Yves Mersch,European Central Bank,Member of the Executive Board,Euro Area
https://www.bis.org/review/r170124c.htm,"10 ben broadbent (2016), ""central banks and digital currencies,"" speech, london school of economics, 2nd march; yves mersch (2017), ""digital base money: an assessment from the ecb's perspective,"" speech, bank of finland, 17th january.",Philip R Lane: Globalisation and innovation in finance - policy challenges,"Address by Mr Philip R Lane, Governor of the Central Bank of Ireland, at the European Financial Forum, Dublin, 24 January 2017.",1/24/2017 0:00,Philip R Lane,Central Bank of Ireland,Governor,Ireland
https://www.bis.org/review/r170124c.htm,"it is also important to assess the implications of new types of settlement systems and digital currencies for the role of central banks in the domestic and international monetary systems, including the 10 pros and cons of digital base monies supplied by central banks.",Philip R Lane: Globalisation and innovation in finance - policy challenges,"Address by Mr Philip R Lane, Governor of the Central Bank of Ireland, at the European Financial Forum, Dublin, 24 January 2017.",1/24/2017 0:00,Philip R Lane,Central Bank of Ireland,Governor,Ireland
https://www.bis.org/review/r170126b.htm,"and, to explore what could be genuinely new under the sun, we are researching the policy and technical issues posed by central bank digital currencies.",Mark Carney: The promise of FinTech - something new under the sun?,"Speech by Mr Mark Carney, Governor of the Bank of England and Chairman of the Financial Stability Board, at the Deutsche Bundesbank G20 conference on ""Digitising finance, financial inclusion and financial literacy"", Wiesbaden, 25 January 2017.",1/25/2017 0:00,Mark Carney,Bank of England,Governor,UK
https://www.bis.org/review/r170309b.htm,"7 several of these and additional issues relating to the issuance of digital currencies by central banks are touched on briefly in committee on payments and market infrastructure, ""digital currencies (pdf) "" (basel, switzerland: bank for international settlements, november 2015).","Jerome Powell: Innovation, technology, and the payments system","Speech by Mr Jerome H Powell, Member of the Board of Governors of the Federal Reserve System, at ""Blockchain: The Future of Finance and Capital Markets?"", The Yale Law School Center for the Study of Corporate Law, New Haven, Connecticut, 3 March 2017.",3/3/2017 0:00,Jerome H Powell,Federal Reserve Board,Member of the Board of Governors,US
https://www.bis.org/review/r170309b.htm,a central bank issued digital currency would compete with these and other innovative private-sector products and may stifle innovation over the long run.,"Jerome Powell: Innovation, technology, and the payments system","Speech by Mr Jerome H Powell, Member of the Board of Governors of the Federal Reserve System, at ""Blockchain: The Future of Finance and Capital Markets?"", The Yale Law School Center for the Study of Corporate Law, New Haven, Connecticut, 3 March 2017.",3/3/2017 0:00,Jerome H Powell,Federal Reserve Board,Member of the Board of Governors,US
https://www.bis.org/review/r170309b.htm,"a digital currency issued by a central bank would be a global target for cyber attacks, cyber counterfeiting, and cyber theft.","Jerome Powell: Innovation, technology, and the payments system","Speech by Mr Jerome H Powell, Member of the Board of Governors of the Federal Reserve System, at ""Blockchain: The Future of Finance and Capital Markets?"", The Yale Law School Center for the Study of Corporate Law, New Haven, Connecticut, 3 March 2017.",3/3/2017 0:00,Jerome H Powell,Federal Reserve Board,Member of the Board of Governors,US
https://www.bis.org/review/r170309b.htm,"any central bank actively considering issuing its own digital currency would need to carefully consider the full range of the payments system and other policy issues, which do seem substantial, as well as the potential societal benefits.","Jerome Powell: Innovation, technology, and the payments system","Speech by Mr Jerome H Powell, Member of the Board of Governors of the Federal Reserve System, at ""Blockchain: The Future of Finance and Capital Markets?"", The Yale Law School Center for the Study of Corporate Law, New Haven, Connecticut, 3 March 2017.",3/3/2017 0:00,Jerome H Powell,Federal Reserve Board,Member of the Board of Governors,US
https://www.bis.org/review/r170309b.htm,central banks would have to maintain records of digital currency issuance and might need to maintain records of individual transactions in order to authenticate those transactions and to combat cyber risks and illegal activity.,"Jerome Powell: Innovation, technology, and the payments system","Speech by Mr Jerome H Powell, Member of the Board of Governors of the Federal Reserve System, at ""Blockchain: The Future of Finance and Capital Markets?"", The Yale Law School Center for the Study of Corporate Law, New Haven, Connecticut, 3 March 2017.",3/3/2017 0:00,Jerome H Powell,Federal Reserve Board,Member of the Board of Governors,US
https://www.bis.org/review/r170309b.htm,digital currencies issued by central banks to the general public my last topic is the potential use of dlt or other technologies by central banks to issue a digital currency to the general public.,"Jerome Powell: Innovation, technology, and the payments system","Speech by Mr Jerome H Powell, Member of the Board of Governors of the Federal Reserve System, at ""Blockchain: The Future of Finance and Capital Markets?"", The Yale Law School Center for the Study of Corporate Law, New Haven, Connecticut, 3 March 2017.",3/3/2017 0:00,Jerome H Powell,Federal Reserve Board,Member of the Board of Governors,US
https://www.bis.org/review/r170309b.htm,"today, i will lay out those objectives as we see them at the federal reserve, and focus in particular on their application in three specific areas where technological innovation is driving change: creating a real-time retail payments system, using distributed ledger technology to develop new clearing and settlement services, and the issuance of digital currencies by central banks.","Jerome Powell: Innovation, technology, and the payments system","Speech by Mr Jerome H Powell, Member of the Board of Governors of the Federal Reserve System, at ""Blockchain: The Future of Finance and Capital Markets?"", The Yale Law School Center for the Study of Corporate Law, New Haven, Connecticut, 3 March 2017.",3/3/2017 0:00,Jerome H Powell,Federal Reserve Board,Member of the Board of Governors,US
https://www.bis.org/review/r170315c.htm,it is not the intention to issue a digital euro coin.,"Jens Weidmann: Welcome remarks - ""The G20 Agenda under the German Presidency""","Welcome remarks by Dr Jens Weidmann, President of the Deutsche Bundesbank and Chairman of the Board of Directors of the Bank for International Settlements, at the 9th Annual IIF G20 Conference ""The G20 Agenda under the German Presidency"", Frankfurt am Main, 15 March 2017.",3/15/2017 0:00,Jens Weidmann,Deutsche Bundesbank,President,Germany
https://www.bis.org/review/r170425h.htm,"at the same time, central bank digital currency (cbdc) is one of the issues in considering the role of banknotes and central bank payment and settlement systems.",Hiroshi Nakaso: Future of central bank payment and settlement systems under economic globalization and technological innovation,"Remarks by Mr Hiroshi Nakaso, Deputy Governor of the Bank of Japan, at the Forum Towards Making Effective Use of the BOJ-NET, Tokyo, 21 April 2017.",4/21/2017 0:00,Hiroshi Nakaso,Bank of Japan,Deputy Governor,Japan
