speech_id,pro_w,wait_w,anti_w,speech_stance_pred,speech_stance_num,date,country,author,affiliation,title,url,quarter,year
088645546e59fd10e74680290be626e9,0.5179974436759949,0.0,0.0,pro,1,2022-12-02 00:00:00,Italy,Alessandra Perrazzelli,Banca d'Italia,"Alessandra Perrazzelli: Financial technology, financial inclusion and competition policy - legal and economic approaches",http://www.bis.org/review/r221207c.htm,2022Q4,2022
090ff3585f3b19f19abb4544ce50f97f,5.7554656863212585,8.07444018125534,2.8608480095863342,wait,0,2018-10-20 00:00:00,Japan,Masayoshi Amamiya,Bank of Japan,Masayoshi Amamiya: The future of money,https://www.bis.org/review/r181030c.htm,2018Q4,2018
092332a86bf6cbdd4039024e7f763e24,32.65622887015343,16.873680353164673,0.6133347749710083,pro,1,2023-06-30 00:00:00,Germany,Burkhard Balz,Deutsche Bundesbank,Burkhard Balz: The digital euro - how CBDC can shape tomorrow's payments landscape,http://www.bis.org/review/r230705c.htm,2023Q2,2023
0964fe75e7f233715dcc92e5a48a9e8b,1.9516769647598267,0.0,0.0,pro,1,2023-10-18 00:00:00,Malaysia,Norhana Endut,Bank Negara Malaysia,"Norhana Endut: Steering Malaysia's payment services - a reflection, evaluation, and exploration",https://www.bis.org/review/r231026l.htm,2023Q4,2023
0987ca2a0d7e09c63a0d35a25382b89c,0.0,0.9478007555007936,0.0,wait,0,2023-03-27 00:00:00,Euro Area,Isabel Schnabel,European Central Bank,Isabel Schnabel: Back to normal? Balance sheet size and interest rate control,http://www.bis.org/review/r230328c.htm,2023Q1,2023
0a14a1a745ff8d81c18171895a6317a1,1.967197597026825,0.0,0.0,pro,1,2024-01-17 00:00:00,India,Michael Debabrata Patra,Reserve Bank of India,Michael Debabrata Patra: Harnessing digital technologies in central banks - opportunities and challenges,https://www.bis.org/review/r240130h.htm,2024Q1,2024
0b915c9d3dc5b14ecf55765736551afc,2.807233691215515,5.783841073513031,0.0,wait,0,2018-05-14 00:00:00,Euro Area,Benoît Cœuré,European Central Bank,Benoît Cœuré: The future of central bank money,https://www.bis.org/review/r180518a.htm,2018Q2,2018
0bd39962d545df103175a92ee00f8f92,0.9711654782295228,0.7923113703727722,0.0,pro,1,2023-07-07 00:00:00,India,T Rabi Sankar,Reserve Bank of India,T Rabi Sankar: RBI and Fintech - the road ahead,http://www.bis.org/review/r230718h.htm,2023Q3,2023
0c2eac548fd53eda7ba5d5fb1cb6b9a4,0.957465410232544,0.0,0.0,pro,1,2018-10-02 00:00:00,Thailand,Veerathai Santiprabhob,Bank of Thailand,Veerathai Santiprabhob: Global risks and Thailand's economic outlook,https://www.bis.org/review/r181002a.htm,2018Q4,2018
0cb59d9df9d0e412f47625fe478ce281,0.0,0.6593223214149475,0.0,wait,0,2021-05-18 00:00:00,Ireland,Gabriel Makhlouf,Central Bank of Ireland,Gabriel Makhlouf: Opening remarks to the International Operational Risk Working Group,http://www.bis.org/review/r210521d.htm,2021Q2,2021
0cc7a66f60a30a2a2afa35ec882bf9b5,3.2022468745708466,5.007549405097961,2.7823819518089294,wait,0,2019-10-16 00:00:00,US,Lael Brainard,Federal Reserve Board,"Lael Brainard: Digital currencies, stablecoins, and the evolving payments landscape",https://www.bis.org/review/r191017b.htm,2019Q4,2019
0d2b90ac3267585a268f4ed1536a0c95,0.0,0.802055835723877,0.0,wait,0,2022-03-11 00:00:00,Italy,Piero Cipollone,Banca d'Italia,Piero Cipollone: The role of central banks for green finance,http://www.bis.org/review/r220321b.htm,2022Q1,2022
0da0648f6334d439ac055b4f41034a82,7.2060227394104,1.9433441758155823,0.0,pro,1,2020-12-08 00:00:00,France,François Villeroy de Galhau,Banque de France,"François Villeroy de Galhau: The Pig, the frog and the elephant - towards a better regulation of digital innovation",https://www.bis.org/review/r201210j.htm,2020Q4,2020
0f42ad1bf7602c10797b8d1ded3990c0,5.715703368186951,0.98661869764328,0.0,pro,1,2021-06-15 00:00:00,Euro Area,Fabio Panetta,European Central Bank,Fabio Panetta: Cash still king in times of Covid-19,http://www.bis.org/review/r210616a.htm,2021Q2,2021
0fc6b9c4b3bef2f61cc72502bfb7ace0,0.9837579131126404,0.0,0.0,pro,1,2022-12-02 00:00:00,Thailand,Sethaput Suthiwartnarueput,Bank of Thailand,Sethaput Suthiwartnarueput: Central banking amidst shifting ground,http://www.bis.org/review/r230111d.htm,2022Q4,2022
0fc7994ca846436f2a248b60e43dfe69,2.701170325279236,4.665550768375397,0.0,wait,0,2019-12-18 00:00:00,US,Lael Brainard,Federal Reserve Board,"Lael Brainard: Update on digital currencies, stablecoins, and the challenges ahead",https://www.bis.org/review/r191218c.htm,2019Q4,2019
1033fe423d27aba40e07a73fd8a670ec,7.094972550868988,1.260374128818512,0.0,pro,1,2021-11-08 00:00:00,France,François Villeroy de Galhau,Banque de France,François Villeroy de Galhau: Digital innovation - what role can we play as central banks?,http://www.bis.org/review/r211112e.htm,2021Q4,2021
103a8b52ba9734daf6373e7075474d24,6.5368123054504395,11.787401497364044,0.9480077624320984,wait,0,2020-02-05 00:00:00,US,Lael Brainard,Federal Reserve Board,Lael Brainard: The digitalization of payments and currency - some issues for consideration,https://www.bis.org/review/r200205j.htm,2020Q1,2020
10650038e7bfa95bc4e2e57481b1b76a,2.9075717329978943,0.0,0.0,pro,1,2023-05-18 00:00:00,Italy,Piero Cipollone,Banca d'Italia,Piero Cipollone: The future of payments and how to get there,http://www.bis.org/review/r230522j.htm,2023Q2,2023
11676cbc686d8d57b21ccdf1ba8e0d2b,2.9118226170539856,0.5062453746795654,0.0,pro,1,2022-04-06 00:00:00,South Africa,Lesetja Kganyago,South African Reserve Bank,Lesetja Kganyago: Project Khokha 2 report launch,http://www.bis.org/review/r220701a.htm,2022Q2,2022
1171d7606388cf605c6e07772f239d91,0.9706323742866516,0.0,0.0,pro,1,2023-04-11 00:00:00,France,François Villeroy de Galhau,Banque de France,François Villeroy de Galhau: European resilience and Parisian momentum,http://www.bis.org/review/r230412a.htm,2023Q2,2023
11c2928ee2c2f2368faf85a2d91510ae,0.0,1.494161605834961,0.924560844898224,wait,0,2022-04-29 00:00:00,France,Denis Beau,Banque de France,Denis Beau: European Association of Cooperative Banks,http://www.bis.org/review/r220502a.htm,2022Q2,2022
1304ee6a419440fe9df88188fe87d3fc,4.699296057224274,0.8849650025367737,0.0,pro,1,2022-09-27 00:00:00,France,Denis Beau,Banque de France,Denis Beau: Opportunities and challenges of the tokenisation of finance - which role for central banks?,http://www.bis.org/review/r220928d.htm,2022Q3,2022
13f11c8699191474b83eca650aede69d,0.6285362243652344,2.5808051228523254,0.0,wait,0,2022-02-21 00:00:00,US,Michelle W Bowman,Federal Reserve Board,Michelle W Bowman: High inflation and the outlook for monetary policy,http://www.bis.org/review/r220223b.htm,2022Q1,2022
143b32d50175e477377d51c794e85177,0.5902860164642334,0.0,0.0,pro,1,2021-01-04 00:00:00,Korea,Juyeol Lee,Bank of Korea,Juyeol Lee: New Year Speech,https://www.bis.org/review/r210108a.htm,2021Q1,2021
151febd10d79402799f37e22f515b318,19.401680171489716,14.509288728237152,1.9171399474143984,pro,1,2022-09-07 00:00:00,Germany,Burkhard Balz,Deutsche Bundesbank,Burkhard Balz: The digital euro – an opportunity for Europe,http://www.bis.org/review/r220907b.htm,2022Q3,2022
15370aaf2ba4bb54990c6047453df862,0.9779754877090454,3.5424004793167114,0.0,wait,0,2019-02-14 00:00:00,Norway,Øystein Olsen,Norges Bank,Øystein Olsen: Economic perspectives,https://www.bis.org/review/r190215d.htm,2019Q1,2019
15438f34e86a03ba13f2f7252076681d,5.789694428443909,0.6107355356216431,0.0,pro,1,2022-10-31 00:00:00,Greece,Yannis Stournaras,Bank of Greece,"Yannis Stournaras: Assessing the impact of digital finance on financial and economic integration - risks, opportunities and challenges for central banks",http://www.bis.org/review/r221122g.htm,2022Q4,2022
1590a9f42449ee9813efdef3d6f7f42f,0.0,0.987434983253479,0.0,wait,0,2024-05-26 00:00:00,Euro Area,Piero Cipollone,European Central Bank,Piero Cipollone: Europe's tragedy of the horizon - the green transition and the role of the European Central Bank ,https://www.bis.org/review/r240527g.htm,2024Q2,2024
1790f125498abb223fa9cbf496802126,0.9236525893211364,0.9748908281326294,0.9511547088623048,wait,0,2018-06-26 00:00:00,Euro Area,Benoît Cœuré,European Central Bank,Benoît Cœuré: The future of financial market infrastructures - spearheading progress without renouncing safety,https://www.bis.org/review/r180717f.htm,2018Q2,2018
181d988f4963176eb8e15125e2953093,2.5300522446632385,11.53857547044754,0.0,wait,0,2020-09-03 00:00:00,UK,Andrew Bailey,Bank of England,Andrew Bailey: Reinventing the wheel (with more automation),https://www.bis.org/review/r200903d.htm,2020Q3,2020
19c816331b3bafeb0ba0874bf406a091,1.885879933834076,0.9566755890846252,5.287441372871399,anti,-1,2018-05-15 00:00:00,US,Lael Brainard,Federal Reserve Board,"Lael Brainard: Cryptocurrencies, digital currencies, and distributed ledger technologies - what are we learning?",https://www.bis.org/review/r180516d.htm,2018Q2,2018
1a2a35b46dbebd1ea2d44e9c947d09f9,0.0,0.0,0.9653120636940002,anti,-1,2017-11-09 00:00:00,Euro Area,Vítor Constâncio,European Central Bank,Vítor Constâncio: The future of finance and the outlook for regulation,https://www.bis.org/review/r171110e.htm,2017Q4,2017
1a607ab5b5d1b516aade8fd17d7db991,1.9360352754592896,3.3970298171043396,0.0,wait,0,2020-10-12 00:00:00,France,François Villeroy de Galhau,Banque de France,François Villeroy de Galhau: Support for Fintechs and the digital revolution in payments,http://www.bis.org/review/r201223i.htm,2020Q4,2020
1a8a7097181d4bc0f406060e142b8bed,1.7365732491016388,9.169824004173279,1.9089800119400024,wait,0,2020-10-21 00:00:00,Germany,Burkhard Balz,Deutsche Bundesbank,Burkhard Balz: COVID-19 and cashless payments - has coronavirus changed Europeans' love of cash?,https://www.bis.org/review/r201022h.htm,2020Q4,2020
1aad0331460bf4bd60c994d5652f94d0,0.0,3.5020344853401184,0.6461648941040039,wait,0,2021-03-16 00:00:00,Japan,Haruhiko Kuroda,Bank of Japan,Haruhiko Kuroda: Integrating information and financial systems- beyond as-a-service,http://www.bis.org/review/r210316a.htm,2021Q1,2021
1ad3b54349d5cdf4a6d0add779d8dc01,5.739422917366028,0.0,0.0,pro,1,2023-09-06 00:00:00,India,Shaktikanta Das,Reserve Bank of India,Shaktikanta Das: Fintech and the changing financial landscape,http://www.bis.org/review/r230912g.htm,2023Q3,2023
1b0669ba17e7db340ce08160f39efc08,0.0,0.0,0.9404624104499816,anti,-1,2020-07-31 00:00:00,New Zealand,Geoff Bascand,Reserve Bank of New Zealand,Geoff Bascand: Banking the economy in post-COVID Aotearoa,https://www.bis.org/review/r200918b.htm,2020Q3,2020
1b58726de6f378a02ab0c0d250d346d3,0.9829083681106568,0.0,0.0,pro,1,2019-09-17 00:00:00,France,François Villeroy de Galhau,Banque de France,François Villeroy de Galhau: The role of banking in a sustainable global economy,https://www.bis.org/review/r190918a.htm,2019Q3,2019
1be057d8fe9163b585c91e31e19959b2,0.0,0.8578172922134399,0.0,wait,0,2022-04-21 00:00:00,Korea,Chang Yong Rhee,Bank of Korea,Chang Yong Rhee: Inaugural address,http://www.bis.org/review/r220610f.htm,2022Q2,2022
1c01cdbbbbd83c75d4483bc713dc15c2,1.4004451632499695,0.0,0.0,pro,1,2023-04-17 00:00:00,Euro Area,Christine Lagarde,European Central Bank,Christine Lagarde: Central banks in a fragmenting world,http://www.bis.org/review/r230418h.htm,2023Q2,2023
1c29a7a5144b250314a80b7422d65054,0.0,2.350133717060089,0.0,wait,0,2023-10-26 00:00:00,US,Christopher J Waller,Federal Reserve Board,Christopher J Waller: Welcoming remarks - Economics of Payments XII Conference,https://www.bis.org/review/r231026q.htm,2023Q4,2023
1cd8d771df689924321dcf431dd7d90e,0.7935640811920166,3.761198937892914,0.0,wait,0,2021-06-10 00:00:00,UK,Christina Segal-Knowles,Bank of England,Christina Segal-Knowles: Stablecoins - what's old is new again,http://www.bis.org/review/r210702j.htm,2021Q2,2021
1d177e73a318a0b150940532fd66dd14,6.448166251182556,2.9164183139801025,0.0,pro,1,2023-07-10 00:00:00,UK,Andrew Bailey,Bank of England,Andrew Bailey: New prospects for money,http://www.bis.org/review/r230711h.htm,2023Q3,2023
1d3dde82c17417e71eaad4c408746380,0.9397690892219543,0.0,0.0,pro,1,2024-08-16 00:00:00,Australia,Michele Bullock,Reserve Bank of Australia,Michele Bullock: Opening statement - House of Representatives Standing Committee on Economics,https://www.bis.org/review/r240828d.htm,2024Q3,2024
1d407cb04921bd377da76c0cd042637a,0.8635088205337524,0.0,0.0,pro,1,2021-06-28 00:00:00,Singapore,Ravi Menon,Monetary Authority of Singapore,Ravi Menon: Decentralised finance and the future of money,http://www.bis.org/review/r210705i.htm,2021Q2,2021
1dbdc38054843bab628998b96a9fa7ac,1.939045011997223,0.0,0.0,pro,1,2022-10-31 00:00:00,Hong Kong,Eddie Yue,Hong Kong Monetary Authority,Eddie Yue: Innovation in action - looking back to look forward,http://www.bis.org/review/r221031h.htm,2022Q4,2022
1dc9a34e6936218d347f5a864eb7b72f,1.9617838859558105,0.0,0.0,pro,1,2021-07-23 00:00:00,Mexico,Alejandro Díaz de León,Bank of Mexico,Alejandro Díaz de León: Remarks - The next global financial cycle in a divergent global economy,http://www.bis.org/review/r210727b.htm,2021Q3,2021
1ec56c38f9085b1956c397bf1aa5f13c,2.9122243523597717,0.0,0.0,pro,1,2024-06-22 00:00:00,Philippines,Eli M Remolona,Bangko Sentral ng Pilipinas,Eli M Remolona: Moving forward and creating impactful changes,https://www.bis.org/review/r240722i.htm,2024Q2,2024
1f344e565063785696ac4c66e7232476,0.9834200143814088,0.0,0.0,pro,1,2023-07-20 00:00:00,UK,Victoria Cleland,Bank of England,Victoria Cleland: Payments - it's all change,http://www.bis.org/review/r230724b.htm,2023Q3,2023
1f423aae593088fe1dc690d535c903e2,27.17214599251747,72.14759516716003,15.489389270544052,wait,0,2022-04-08 00:00:00,Euro Area,Fabio Panetta,European Central Bank,Fabio Panetta: More than an intellectual game - exploring the monetary policy and financial stability implications of central bank digital currencies,http://www.bis.org/review/r220422d.htm,2022Q2,2022
1f9799a3ec8490989bc00df778b23f63,0.0,2.482103645801544,0.924921691417694,wait,0,2024-11-12 00:00:00,US,Christopher J Waller,Federal Reserve Board,Christopher J Waller: What roles should the private sector and the Federal Reserve play in payments?,https://www.bis.org/review/r241113a.htm,2024Q4,2024
1fa34b92e24a8c1e36c116e7dfcaeed5,8.991681456565857,19.425441086292267,5.36322695016861,wait,0,2019-05-26 22:00:00,Lithuania,Vitas Vasiliauskas,Bank of Lithuania,Vitas Vasiliauskas: Central bank digital currencies,https://www.bis.org/review/r190527b.htm,2019Q2,2019
1fdeaabb1c84782974ac0e5e2a402a5b,0.9685936570167542,0.0,0.0,pro,1,2023-08-23 00:00:00,India,Shaktikanta Das,Reserve Bank of India,Shaktikanta Das: Building blocks for a sustainable future - some reflections,http://www.bis.org/review/r230905c.htm,2023Q3,2023
204d2a14c7176bd78859d889fa9d756c,0.9790439605712892,1.7259816527366638,0.9669276475906372,wait,0,2019-12-02 00:00:00,Euro Area,Christine Lagarde,European Central Bank,Christine Lagarde: Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,https://www.bis.org/review/r191202f.htm,2019Q4,2019
20bec64ea4ddf93a8cf678d9d80c74ee,0.0,3.7044296264648438,0.0,wait,0,2020-10-13 00:00:00,UK,Victoria Cleland,Bank of England,Victoria Cleland: Cross-border payments - innovating in a changing world,https://www.bis.org/review/r201015a.htm,2020Q4,2020
21139926f8eb352b8d5fab412d138212,1.8916594982147217,3.5086684823036194,0.0,wait,0,2021-12-09 00:00:00,Australia,Philip Lowe,Reserve Bank of Australia,Philip Lowe: Payments - the future?,http://www.bis.org/review/r211213a.htm,2021Q4,2021
21705f57e3a9ec7a661d80b489d26732,9.575641214847565,0.8474243879318237,0.0,pro,1,2022-09-26 00:00:00,Germany,Joachim Nagel,Deutsche Bundesbank,"Joachim Nagel: The shape of money – yesterday, today and tomorrow",http://www.bis.org/review/r221003a.htm,2022Q3,2022
21e665d376960de4d7e94b2717a6b7f3,1.7962356805801392,0.9158403873443604,0.0,pro,1,2024-09-24 00:00:00,Italy,Alessandra Perrazzelli,Banca d'Italia,Alessandra Perrazzelli: Steering the transition to a quantum-safe world. An internationally coordinated approach,https://www.bis.org/review/r240924s.htm,2024Q3,2024
21f62ad35de93db06a55edc72ca80d7c,1.8361597061157227,3.9072007536888123,0.3869432508945465,wait,0,2021-02-10 00:00:00,Canada,Timothy Lane,Bank of Canada,Timothy Lane: Payments innovation beyond the pandemic,https://www.bis.org/review/r210215b.htm,2021Q1,2021
22a1fe622b81700ad06b6045aa36c7c5,4.8404898047447205,0.4418228268623352,0.0,pro,1,2022-01-11 00:00:00,Germany,Joachim Nagel,Deutsche Bundesbank,Joachim Nagel: Speech to mark the inauguration of the new President of the Deutsche Bundesbank,http://www.bis.org/review/r220112c.htm,2022Q1,2022
22b8b1fd6caf71ddd8e0ec5105560b5b,3.920376062393188,0.0,0.0,pro,1,2024-11-25 00:00:00,Ireland,Gabriel Makhlouf,Central Bank of Ireland,Gabriel Makhlouf: The tangle of ageing populations and productivity growth,https://www.bis.org/review/r241128b.htm,2024Q4,2024
22cfc913dd5f48d3c2c9996a8d3e9747,2.926036834716797,0.0,0.0,pro,1,2022-09-08 00:00:00,Mauritius,Harvesh Seegolam,Bank of Mauritius,Harvesh Seegolam: Celebrating the 55th Anniversary of the Bank of Mauritius - adapting to our future,http://www.bis.org/review/r221031m.htm,2022Q3,2022
231b17e10bae8de8f5fc7ea242e62d2b,1.920124113559723,0.0,0.0,pro,1,2022-08-22 00:00:00,Korea,Chang Yong Rhee,Bank of Korea,Chang Yong Rhee: Enhancing East Asia's regional financial safety net,http://www.bis.org/review/r220830j.htm,2022Q3,2022
23e70f59d71dc5c638b2683ceaaaa05b,17.438250184059143,19.919494688510895,16.642329305410385,wait,0,2024-09-18 00:00:00,Australia,Brad Jones,Reserve Bank of Australia,Brad Jones: Financial innovation and the future of CBDC in Australia,https://www.bis.org/review/r240918c.htm,2024Q3,2024
254badf605143a8665587a8291ed6d33,0.0,0.8097329139709473,0.0,wait,0,2019-03-29 00:00:00,New Zealand,Adrian Orr,Reserve Bank of New Zealand,Adrian Orr:  In service to society - New Zealand's revised monetary policy framework and the imperative for institutional change,https://www.bis.org/review/r190329c.htm,2019Q1,2019
2597a09ec5328ec23a0c2f0de964f18c,0.0,0.9527066946029664,0.0,wait,0,2022-06-29 00:00:00,UK,Victoria Cleland,Bank of England,Victoria Cleland: Rowing in unison to enhance cross-border payments,http://www.bis.org/review/r220629h.htm,2022Q2,2022
259b09cb0d29860f45ea9f9ad1d4e677,0.0,0.9742062091827391,0.0,wait,0,2021-09-22 00:00:00,Kenya,Patrick Njoroge,Central Bank of Kenya,Patrick Njoroge: Agile regulation for digital transformation,http://www.bis.org/review/r211213n.htm,2021Q3,2021
260fda541674bd6c10005cdc5a6426e5,3.838635206222534,1.6795623898506165,0.0,pro,1,2023-05-03 00:00:00,France,Denis Beau,Banque de France,Denis Beau: The perils and potential of digital currencies,http://www.bis.org/review/r230504a.htm,2023Q2,2023
26346cfbde83e61db1aee0b60380ef31,0.8493228554725647,0.9383963942527772,0.0,wait,0,2024-03-22 00:00:00,France,Denis Beau,Banque de France,Denis Beau: Competitiveness of the European financial sector in the digital context,https://www.bis.org/review/r240327c.htm,2024Q1,2024
26eb5c6ef850382a4da615a4d5b36924,9.53149038553238,0.0,0.0,pro,1,2024-02-20 00:00:00,India,Michael Debabrata Patra,Reserve Bank of India,Michael Debabrata Patra: The relevance of SEACEN in a turbulent world,https://www.bis.org/review/r240301d.htm,2024Q1,2024
26fd22c505318da133081591d91fb2ae,2.577731966972351,4.529696881771088,0.0,wait,0,2021-09-13 00:00:00,UK,Andrew Hauser,Bank of England,"Andrew Hauser: Bigger, broader, faster, stronger? How much should tomorrow's central bank balance sheets do – and what should we leave to financial markets? Some principles for good parenting",http://www.bis.org/review/r210916g.htm,2021Q3,2021
2725801abec08d411b433d6527984ad6,3.551943004131317,6.094189286231995,0.0,wait,0,2023-03-09 00:00:00,Denmark,Signe Krogstrup,Danmarks Nationalbank,Signe Krogstrup: New types of digital money,http://www.bis.org/review/r230313d.htm,2023Q1,2023
280ac5989a481a1336fc9a0dc23da7dc,16.083085656166077,14.326652348041534,0.0,pro,1,2022-11-15 00:00:00,Germany,Burkhard Balz,Deutsche Bundesbank,Burkhard Balz: Public-private partnership - key to the success of a digital euro,http://www.bis.org/review/r221116c.htm,2022Q4,2022
291b0ce0f40dc37c0587db9302c95726,7.362532794475555,4.573545515537262,1.4941601157188416,pro,1,2021-03-23 00:00:00,Hong Kong,Howard Lee,Hong Kong Monetary Authority,"Howard Lee: Central bank innovations - payments, data and capabilities",http://www.bis.org/review/r210323d.htm,2021Q1,2021
2a6b95787141a60b9742083c71645709,3.8464315533638,0.0,0.0,pro,1,2023-03-31 00:00:00,France,Denis Beau,Banque de France,Denis Beau: Moving beyond the first generation of innovation and regulation for tokenized finance - the case of DeFi,http://www.bis.org/review/r230404d.htm,2023Q1,2023
2a9840b4558d91d67e50f6eb6578459f,0.8999131321907043,8.472202479839325,0.0,wait,0,2019-11-22 00:00:00,Germany,Johannes Beermann,Deutsche Bundesbank,Johannes Beermann: Cash and digital currencies from a central bank's perspective,https://www.bis.org/review/r191122l.htm,2019Q4,2019
2abab8299d858a9c6ba182aac07deb3b,1.9606128334999084,0.0,0.0,pro,1,2021-12-09 00:00:00,China,Yi Gang,People's Bank of China,Yi Gang: Hong Kong's positioning and prospect as an international financial centre,http://www.bis.org/review/r211216o.htm,2021Q4,2021
2b0471d3ce5e38397e8e11c13f86e30d,0.0,1.4615989327430725,0.0,wait,0,2017-11-03 00:00:00,Denmark,Lars Rohde,Danmarks Nationalbank,Lars Rohde: The future of money and banking,https://www.bis.org/review/r171109e.htm,2017Q4,2017
2c152f78a75ea158fa640d9100b003d5,0.0,0.8505520820617676,0.0,wait,0,2018-11-26 00:00:00,Australia,Philip Lowe,Reserve Bank of Australia,Philip Lowe: A journey towards a near cashless payments system,https://www.bis.org/review/r181126a.htm,2018Q4,2018
2c890f61731a7a3052e2441f3d9315ec,3.91816908121109,1.9558222889900208,0.0,pro,1,2021-11-11 23:00:00,Germany,Burkhard Balz,Deutsche Bundesbank,Burkhard Balz: Shaping Europe together,http://www.bis.org/review/r211112j.htm,2021Q4,2021
2ce90307d9a85ef2a0d925cf0243c3aa,1.8218921422958374,0.770290195941925,0.0,pro,1,2021-09-30 00:00:00,France,Denis Beau,Banque de France,"Denis Beau: The digitalisation of the financial sector - new challenges, new levers",http://www.bis.org/review/r211012g.htm,2021Q3,2021
2cf7a59d5b364616e914a1909e45a866,0.9608612656593324,0.976749062538147,0.0,wait,0,2024-06-14 00:00:00,Euro Area,Christine Lagarde,European Central Bank,Christine Lagarde: Policymaking in a new risk environment,https://www.bis.org/review/r240617d.htm,2024Q2,2024
2d44ff1852936031df1f6867a3444579,1.955115556716919,2.7003214955329895,0.0,wait,0,2024-06-03 00:00:00,France,Denis Beau,Banque de France,Denis Beau: The future of money - regulatory and policy issues related to the introduction of CBDCs,https://www.bis.org/review/r240604b.htm,2024Q2,2024
2d6b313100ab65c0ff374787e1bdaea2,0.972036600112915,0.6468741297721863,0.0,pro,1,2020-10-15 00:00:00,Euro Area,Christine Lagarde,European Central Bank,Christine Lagarde: IMFC Statement,https://www.bis.org/review/r201019e.htm,2020Q4,2020
2db59c73e26cc36e65a154ee9451db27,0.9542723894119264,0.0,0.0,pro,1,2023-09-25 00:00:00,Euro Area,Christine Lagarde,European Central Bank,Christine Lagarde: Hearing of the Committee on economic and monetary affairs of the European Parliament,http://www.bis.org/review/r230925h.htm,2023Q3,2023
2e9631be90488002137b6a4f080ce537,0.0,0.9813805222511292,0.0,wait,0,2018-03-22 00:00:00,Canada,Carolyn Wilkins,Bank of Canada,Carolyn Wilkins: Financial stability - taking care of unfinished business,https://www.bis.org/review/r180327b.htm,2018Q1,2018
30192b36f453e077cef84ec50ec13b6f,1.7166908979415894,3.7298285961151123,0.0,wait,0,2019-09-17 00:00:00,Euro Area,Benoît Cœuré,European Central Bank,Benoît Cœuré: Digital challenges to the international monetary and financial system,https://www.bis.org/review/r190918b.htm,2019Q3,2019
3093ee04fd23a4873916f062912097bb,9.44315481185913,1.9200947284698486,0.0,pro,1,2022-11-03 00:00:00,Singapore,Ravi Menon,Monetary Authority of Singapore,"Ravi Menon: FinTech in its element - water, metal, fire, wood, earth",http://www.bis.org/review/r221104b.htm,2022Q4,2022
