url,sentence,label
http://www.bis.org/review/r210414d.htm,"finally, we believe there is a form of continuity between a retail cbdc and an interbank cbdc: logically, a retail digital euro should be able to rely on a cbdc for interbank settlement purposes to support optimal circulation.",positive
http://www.bis.org/review/r210414d.htm,an ecb report published in october 2020 said that the eurosystem should get prepared for the swift introduction of a retail digital euro should the need arise.,neutral
http://www.bis.org/review/r210414d.htm,a report published by the bank for international settlements and seven central banks in october 2020 stressed that three foundational principles must govern any cbdc-related decisions: do not compromise overarching public policy objectives such as monetary and financial stability; organise coexistence with other forms of public and private money; and promote innovation and efficiency in the financial system.,neutral
http://www.bis.org/review/r210414e.htm,"at the level of the bank of mauritius, with the technical assistance of the imf, we are currently developing our own central bank digital currency.",positive
http://www.bis.org/review/r210414h.htm,we will do our best to ensure that a digital euro meets the needs and expectations of europeans.,positive
http://www.bis.org/review/r210414h.htm,this is also why the digital euro cannot and will not be a tool used to impose negative remuneration on money.,positive
http://www.bis.org/review/r210414h.htm,they expect the additional services that would build on the basic payment functionalities of a digital euro to trigger innovation and efficiency.,positive
http://www.bis.org/review/r210414h.htm,their responses show the high expectations that prospective users have for a digital euro and provide valuable input for our work.,positive
http://www.bis.org/review/r210414h.htm,the record level of participation in our public consultation and the willingness of citizens and professionals to support a digital euro are encouraging.,positive
http://www.bis.org/review/r210414h.htm,"the impact of a digital euro on the financial system "", speech at a bruegel online seminar, 10 february.",neutral
http://www.bis.org/review/r210414h.htm,supervised intermediaries such as banks and payment institutions could build on the digital euro to offer additional services to end users.,positive
http://www.bis.org/review/r210414h.htm,"protecting 6 users' personal data and ensuring a high level of confidentiality will therefore be a priority in our work[ ], so that the digital euro can help maintain trust in payments in the digital age.",positive
http://www.bis.org/review/r210414h.htm,"people could have full confidence in both the digital euro and cash, since they are both backed by a credible central bank.",positive
http://www.bis.org/review/r210414h.htm,our preliminary experimentation on a digital euro is showing promising results on how technology can be 10 ] used to protect user privacy without relaxing standards against illicit activities.,positive
http://www.bis.org/review/r210414h.htm,"let me emphasise, first of all, that a digital euro would in fact increase privacy in digital payments.",positive
http://www.bis.org/review/r210414h.htm,"in doing so, a digital euro would contribute to a more diverse payments landscape, giving people greater choice in how they pay.",positive
http://www.bis.org/review/r210414h.htm,"in any event, cash would remain available alongside a digital euro.",neutral
http://www.bis.org/review/r210414h.htm,but a digital euro could also help to 13 ] address inefficiencies in cross-currency and cross-border payments.,positive
http://www.bis.org/review/r210414h.htm,and effective choices on the design of a digital euro would eliminate risks to financial stability and banking intermediation.,positive
http://www.bis.org/review/r210414h.htm,a sizeable share of participants also highlight that the digital euro should make cross-border payments 5 ] faster and less costly.,positive
http://www.bis.org/review/r210414h.htm,a digital euro would encourage further innovation and digitalisation in retail payments.,positive
http://www.bis.org/review/r210414h.htm,"11. for example, the availability of a digital euro could facilitate the aggregation of accounts to improve the development of and access to pan-european end-user services and/or the supply of innovative user interfaces.",positive
http://www.bis.org/review/r210414h.htm,[ we are working with other major central banks to reap the potential benefits of digital currencies at the global level.,positive
http://www.bis.org/review/r210414h.htm,[ 2 ] a digital euro can only be successful if it meets the needs and expectations of european citizens.,positive
http://www.bis.org/review/r210414h.htm,"(question 5) and a digital euro may allow banks and other entities to offer additional services, on top of simple payments, which could benefit citizens and businesses.",positive
http://www.bis.org/review/r210421c.htm,"building on the functionality provided today, the new rtgs service will deliver a range of new features and capabilities for payments and settlements between financial institutions, ensuring our payments architecture is fit for the future.5 2. second, as the chancellor of the exchequer highlighted in his speech at the start of fintech week on monday, we have also enabled 'omnibus accounts' to be opened in rtgs: these allow us to offer the benefits of settling in the ultimate risk-free asset, central bank money, to a wider range of payment systems, and by so doing can help the industry to develop faster and cheaper high-value payment services.6 3. and third, as the chancellor also highlighted, we are, together with hm treasury, establishing a new joint taskforce, along with two stakeholder engagement forums, to explore a possible central bank - - digital currency or cbdc.",neutral
http://www.bis.org/review/r210427e.htm,our preliminary findings as are follows: the majority of banks support a two-tiered retail digital ruble model where banks service clients opening wallets on the central bank's platform and processing transactions.,positive
http://www.bis.org/review/r210429a.htm,"in this context, the ecb has conducted a public consultation on a digital euro, to get the views of the public, business, industry.",neutral
http://www.bis.org/review/r210429a.htm,"in addition, a digital euro could encourage further innovation and digitalisation in retail payments.",positive
http://www.bis.org/review/r210429a.htm,"if a digital euro were to be issued in future, it would exist alongside cash.",neutral
http://www.bis.org/review/r210429a.htm,"if a digital euro project is started, building public trust, communicating on progress and engaging with our citizens will be critical to its success.",neutral
http://www.bis.org/review/r210511b.htm,"we are also aware of a possible challenge: in principle, cbdc could cause disruption.",negative
http://www.bis.org/review/r210511b.htm,"if we introduce a cbdc at some point in the future, the purpose will be to safeguard confidence in the monetary system and to promote an efficient and secure payment system.",positive
http://www.bis.org/review/r210512f.htm,some people will fear that a retail cbdc will be seen as an opportunity to abolish cash.,negative
http://www.bis.org/review/r210517c.htm,the extent to which digital public money in the form of a central bank digital currency could play these roles would depend on its design - most particularly on its interaction with the private sector.,neutral
http://www.bis.org/review/r210517c.htm,"such an assessment has not yet been done in the uk and no decision has been taken to introduce a public digital money - or to use its technical name, a central bank digital currency or cbdc.",neutral
http://www.bis.org/review/r210517d.htm,"thus, in the eurosystem we are in the process of setting the objectives and terms for a future digital euro, conceived as a tool to stimulate innovation and act as a catalyst for competitiveness and growth.",positive
http://www.bis.org/review/r210517f.htm,"as we continue to think about a potential central bank digital currency, we know that universal accessibility would have to be part of the design.",neutral
http://www.bis.org/review/r210519d.htm,"a digital euro would provide europeans cost-free access to a safe form of digital money which respects privacy and has legal tender status, ensuring it can be used everywhere.",positive
http://www.bis.org/review/r210521d.htm,"this is apparent when one considers recent targeted cyber-attacks on critical infrastructure (very timely in ireland this week), the opportunities and risks presented by financial innovation driven by technological change, not least potential developments on central bank digital currency, and our learning from the recent response to the pandemic.",neutral
http://www.bis.org/review/r210525a.htm,#NAME?,neutral
http://www.bis.org/review/r210525a.htm,"while the introduction of cbdcs may be part of the solution, international collaboration on standard setting and protections against illicit activity will be required in order to achieve material improvements in cost, timeliness, and transparency.8 we are collaborating with international colleagues through the bank for international settlements, committee on payments and market infrastructures, and the g7 to ensure the u.s. stays abreast of developments related to cbdc abroad.",positive
http://www.bis.org/review/r210525a.htm,the introduction of a cbdc may provide an important foundation for beneficial innovation and competition in retail payments in the united states.,positive
http://www.bis.org/review/r210525a.htm,"preserve financial stability and monetary policy transmission the introduction of a cbdc has the potential to have wide-reaching effects, and there are open questions about how cbdc could affect financial stability and monetary policy transmission.",neutral
http://www.bis.org/review/r210525a.htm,"policy considerations in any assessment of a cbdc, it is important to be clear about what benefits a cbdc would offer over and above current and emerging payments options, what costs and risks a 6 kelsey coyle, laura kim, and shaun o'brien, consumer payments and the covid-19 pandemic: the second supplement to the 2020 findings from the diary of consumer payment choice (san francisco: federal reserve bank of san francisco, february 2021), https://www.frbsf.org/cash/publications/fed-notes/2021/february/consumerpayments-covid-19-pandemic-2020-diary-consumer-payment-choice-supplement-2/.",neutral
http://www.bis.org/review/r210525a.htm,"in contrast, a digital dollar would be a new type of central bank money issued in digital form for use by the general public.",neutral
http://www.bis.org/review/r210525a.htm,"given the potential for cbdcs to gain prominence in cross-border payments and the reserve currency role of the dollar, it is vital for the united states to be at the table in the development of cross-border standards.",positive
http://www.bis.org/review/r210525a.htm,"by providing access to a digital form of safe central bank money, a cbdc could provide an important foundation on which private-sector competition could flourish.",positive
http://www.bis.org/review/r210525a.htm,"by introducing safe central bank money that is accessible to households and businesses in digital payments systems, a cbdc would reduce counterparty risk and the associated consumer protection and financial stability risks.",positive
http://www.bis.org/review/r210525a.htm,"as noted above, to help inform these efforts, the federal reserve plans to issue a discussion paper to solicit public comment on a range of questions related to payments, financial inclusion, data privacy, and information security, with regard to a cbdc in the u.s. context.17 the federal reserve remains committed to ensuring a safe, inclusive, efficient, and innovative payments system that works for all americans.",neutral
http://www.bis.org/review/r210525a.htm,"although each country will decide whether to issue a cbdc based on its unique domestic conditions, the issuance of a cbdc in one jurisdiction, along with its prominent use in cross-border payments, could have significant effects across the globe.",neutral
http://www.bis.org/review/r210525a.htm,"13 see jesse leigh maniff, inclusion by design: crafting a central bank digital currency to reach all americans, payments system research briefing, federal reserve bank of kansas city (kansas city: frb kansas, december 2, 2020), https://www.kansascityfed.org/documents/7583/psrb20maniff1202.pdf; and john crawford, lev menand, and morgan ricks, ""fedaccounts: digital dollars,"" george washington law review, vol.",neutral
http://www.bis.org/review/r210608c.htm,"we have been working with the bank for international settlements (bis) innovation hub hong kong centre on project aurum, which will focus on the technical aspect of issuing r-cbdcs and the possible architectural designs.",positive
http://www.bis.org/review/r210608c.htm,"lately, the hkma's joint research with the bank of thailand has been ranked by the market as one of the most mature of its kind in the world; a testimony that we stand at the forefront in the realm of wholesale cbdcs.",positive
http://www.bis.org/review/r210608c.htm,"22. for this reason, we have been researching wholesale cbdcs as they have great potential in addressing the long-standing pain points in cross-border payments.",positive
http://www.bis.org/review/r210609b.htm,"22 https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/notices/2020/the-riksbanksix-other-central-banks-and-bis-in-collaboration-on-principles-for-central-bank-digital-currency-cbdc/riksbank, see also image 1.",neutral
http://www.bis.org/review/r210615c.htm,the more sceptical attitude towards a digital euro was particularly pronounced among frequent cash users.,negative
http://www.bis.org/review/r210615c.htm,the ecb's public consultation on the digital euro that was concluded in january this year underlines this.,negative
http://www.bis.org/review/r210615c.htm,"according to the survey, at this early stage, 77% of all respondents had not heard or read about a digital euro before.",neutral
http://www.bis.org/review/r210615c.htm,"3 cash and cbdc there is a strong level of interest in understanding the potential implications of introducing central bank digital currencies (or cbdc), including what it might mean for the role of cash in the future.",neutral
http://www.bis.org/review/r210615d.htm,"a cbdc could therefore play an important role in sustaining, and potentially expanding retail access to central bank money.",positive
http://www.bis.org/review/r210616a.htm,we are taking concrete steps to guarantee that cash continues to be available and accepted as a means of payment well into the future - including if we launch a digital euro.,neutral
http://www.bis.org/review/r210616a.htm,this commitment can also be seen in our ongoing reflections on the potential launch of a digital euro.,neutral
http://www.bis.org/review/r210616a.htm,"our commitment to both the physical and the digital euro will strengthen the role of public money in the euro area, making it fit for the digital age while ensuring that cash will continue to meet the needs of europeans.",positive
http://www.bis.org/review/r210616a.htm,"in fact, a clear message from our recent public consultation was that most respondents were willing to support a digital euro, but only on the condition that the 17 ] eurosystem maintained its commitment not to use a digital euro to discontinue cash.",positive
http://www.bis.org/review/r210617c.htm,"third, experimental work is currently supporting the analysis of possible technical designs of a digital euro and their implications.",neutral
http://www.bis.org/review/r210617c.htm,the role of banks in our economic system should not be changed fundamentally as a consequence of the issuance of a digital euro.,neutral
http://www.bis.org/review/r210617c.htm,some may argue that we have already lost too much time and that a digital euro would come too late.,negative
http://www.bis.org/review/r210617c.htm,"in any case, the digital euro must be designed properly to mitigate all those risks.",neutral
http://www.bis.org/review/r210617c.htm,"however - if it is well designed and set up thoroughly -, cbdc could be an attractive, additional option to improve payments in europe and even worldwide.",positive
http://www.bis.org/review/r210617c.htm,cbdcs promise to combine the improved efficiency brought about by digitalisation with the safety provided by a central bank in one single means of payment.,positive
http://www.bis.org/review/r210617c.htm,"cbdcs are one of the most exciting developments facing central banks today - not just in europe, but worldwide.",positive
http://www.bis.org/review/r210617c.htm,cbdc might not be a panacea for all the challenges that payments are facing today.,neutral
http://www.bis.org/review/r210617c.htm,"because cbdc is a game changer - with huge opportunities, but also a number of risks.",positive
http://www.bis.org/review/r210617c.htm,"3 first, i would like to mention the ""report on a digital euro"", which was published in october last year.",neutral
http://www.bis.org/review/r210622b.htm,"a cbdc would, if introduced - and that is 5 an important if being considered by a number of recently announced groups - be a new form of central bank digital money issued by the bank of england for use by households and businesses.",neutral
http://www.bis.org/review/r210702j.htm,"my job, as a central banker and regulator - in all of this - is to ensure that financial innovations, including new forms of digital money, do not impair the bank of england's ability to maintain monetary and financial stability.",neutral
http://www.bis.org/review/r210705c.htm,"which brings us to my topic today: central bank digital currencies, or cbdcs.",neutral
http://www.bis.org/review/r210705c.htm,"third, developing a cbdc could, i believe, pose considerable risks.",negative
http://www.bis.org/review/r210705c.htm,the architecture of a federal reserve cbdc would need to be extremely resistant to such threats-and would need to remain resistant as bad actors employ ever-more sophisticated methods and tactics.,neutral
http://www.bis.org/review/r210705c.htm,"taking the threat from foreign cbdc's first, this argument presumes that at least some foreign currencies-all of which are already highly digitized in our current international banking system in the same way the dollar is and yet which do not pose a significant challenge to the international role of the dollar-will suddenly pose a much greater challenge to the dollar if that digitization is accomplished through a direct central bank digital currency instead of through the current digital payments system.",neutral
http://www.bis.org/review/r210705c.htm,"so, our work is cut out for us as we proceed to rigorously evaluate the case for developing a federal reserve cbdc.",neutral
http://www.bis.org/review/r210705c.htm,"so, given the existing digitization of the u.s. dollar, how would a cbdc differ from the digital dollars we use today?",neutral
http://www.bis.org/review/r210705c.htm,"return to text 11 private-sector stablecoins are also subject to cyber risk, of course, but any individual private stablecoin network would be less systemic than a cbdc for an entire advanced economy, and private companies are frequently better able to make the rapid and constant investment in technology required to keep current with technological security threats.",negative
http://www.bis.org/review/r210705c.htm,"policy considerations yet, proponents of a federal reserve cbdc believe that it would solve a number of significant problems.",neutral
http://www.bis.org/review/r210705c.htm,"nevertheless, the recent clamor over cbdcs makes it appropriate to explore the benefits, costs, and practicalities of implementing one in the united states if such legislative authority were granted.",neutral
http://www.bis.org/review/r210705c.htm,"last, some believe that a federal reserve cbdc would spur and facilitate private-sector innovation.",neutral
http://www.bis.org/review/r210705c.htm,"it seems unlikely, however, that the dollar's status as a global reserve currency, or the dollar's role as the dominant currency in international financial transactions, will be threatened by a foreign cbdc.",neutral
http://www.bis.org/review/r210705c.htm,"indeed, the combination of imminent improvements in the existing payments system such as various instant payments initiatives combined with the crossborder efficiency of properly structured stablecoins could well make superfluous any effort to develop a cbdc.",negative
http://www.bis.org/review/r210705c.htm,"in offering my views on this and other issues related to cbdcs, i am speaking for myself as a member of the board of governors, and not for the board itself or any other fed policymakers.",neutral
http://www.bis.org/review/r210705c.htm,"i think it's inevitable that, as the global economy and financial system continue to evolve, some foreign currencies (including some foreign cbdcs) will be used more in international transactions than they currently are.",neutral
http://www.bis.org/review/r210705c.htm,"i am far from convinced that a cbdc is the best, or even an effective, method to increase financial inclusion.",negative
http://www.bis.org/review/r210705c.htm,"for example, a global u.s. dollar stablecoin network could encourage use of the dollar by making cross-border payments faster and cheaper, and it potentially could be deployed much faster and with fewer downsides than a cbdc.",negative
http://www.bis.org/review/r210705c.htm,"first, a federal reserve cbdc could create considerable challenges for the structure of our banking system, which currently relies on deposits to support the credit needs of households and businesses.",negative
http://www.bis.org/review/r210705c.htm,"conversely, a federal reserve cbdc could pose significant and concrete risks.",negative
http://www.bis.org/review/r210705c.htm,cbdc supporters also suggest that private digital currencies pose a threat to the u.s. dollar.,neutral
http://www.bis.org/review/r210705c.htm,"but i do want to give some sense of the issues i think we will need to grapple with in this process, how i will be thinking about them, and the high bar that i think any proposal to create a u.s. cbdc must clear.",neutral
http://www.bis.org/review/r210705c.htm,"bad actors might try to steal cbdc, compromise the cbdc network, or target non-public information about holders of cbdc.",negative
http://www.bis.org/review/r210705c.htm,"as we begin our fed analysis of these issues, i will have to be convinced that a cbdc is a particularly good tool to address either of these issues, about which i am skeptical, and i will especially have to be convinced that the potential benefits of developing a federal reserve cbdc outweigh the potential risks.",negative
http://www.bis.org/review/r210705c.htm,"among other potential problems, a dominant cbdc could undermine the consumer and other economic benefits that accrue when commercial banks compete to attract customers.",negative
http://www.bis.org/review/r210705c.htm,a final risk is that developing a federal reserve cbdc could be expensive and difficult for the federal reserve to manage.,negative
http://www.bis.org/review/r210705c.htm,a different cbdc model could involve a cbdc that is not maintained in federal reserve accounts.,neutral
http://www.bis.org/review/r210705e.htm,"we have this year joined forces with the snb, the bis innovation hub and a private sector consortium led by accenture, within a project named juraiii, which would allow the use of swiss franc and euro cbdcs on a dlt platform.",positive
http://www.bis.org/review/r210705e.htm,"third and final factor, the progress made by extra-european cbdcs and notably by the digital yuan, already accessible in the major chinese cities.",neutral
http://www.bis.org/review/r210705e.htm,"therefore, the retail cbdc would be made available to citizens as an easy-to-use, secure and accessible payment instrument, that protects user privacy and can be used for all types of payment.",positive
http://www.bis.org/review/r210705e.htm,"there are also fears that cbdc accounts will ""drain"" commercial deposits and dry up bank liquidity.",negative
http://www.bis.org/review/r210705e.htm,let me start by clarifying one major point: no decision has been taken at this stage on whether or not to create a digital euro.,neutral
http://www.bis.org/review/r210705e.htm,"it is with this mindset, intent on supporting innovation but within a framework of trust, that the banque de france has been leading the way on a possible cbdc over the last two years.",positive
http://www.bis.org/review/r210705e.htm,"as is often the case with major innovations, reactions to the idea of a cbdc are very mixed.",neutral
http://www.bis.org/review/r210705e.htm,"and i will elaborate today on how to catalyse our efforts together on one ""road for the future"" towards innovative payments and cbdc.",positive
http://www.bis.org/review/r210705e.htm,"""interbank"" or ""wholesale"" the cbdc would enable the efficient and secure settlement of transactions.",positive
http://www.bis.org/review/r210705e.htm,"- 2021 paris europlace studio gabriel, paris roads for the future: central bank digital currency (cbdc) and innovative payments closing address by françois villeroy de galhau, governor of the banque de france ladies and gentlemen, it is a pleasure to be with you today streamed live from studio gabriel.",neutral
http://www.bis.org/review/r210713c.htm,#NAME?,neutral
http://www.bis.org/review/r210713c.htm,"we have successfully carried out since 2020 seven experimentations on wholesale cbdc - and we will carry out two more by the end of this year, with private and public actors alike, covering a wide range of use cases (dvp and pvp), including cross-border transactions.",positive
http://www.bis.org/review/r210713c.htm,this might prove useful for instance to address challenges coming from the introduction of cbdc by other countries.,positive
http://www.bis.org/review/r210713c.htm,the readiness to issue a cbdc can prove an important lever to that end.,positive
http://www.bis.org/review/r210713c.htm,"i will highlight today three dimensions to consider, among many others, in case the introduction of cbdc is decided: liquidity configuration, policy rates and access to central bank balance sheet.",neutral
http://www.bis.org/review/r210713c.htm,"however, it should avoid the above-mentioned risk of excessive shifts from bank deposits to cbdc accounts, which would involve unwanted bank disintermediation and a possible destabilization of the financial system.",negative
http://www.bis.org/review/r210713c.htm,for central bank refinancing or asset purchases operations) as a response to the implementation of cbdc does not strike me at this stage as being particularly useful nor necessary.,negative
http://www.bis.org/review/r210713c.htm,b. policy responses and the role of a cbdc the macro financial and macroeconomic possible positive and negative impacts of the spread of digital technologies create challenges to central banks' roles and missions.,neutral
http://www.bis.org/review/r210713c.htm,3. third potential impact: the launch of a cbdc could also raise questions related to modalities of access to central bank balance sheet.,neutral
http://www.bis.org/review/r210713c.htm,"2. second: the chosen remuneration scheme, as well as possible limits, are key parameters for the usage of cbdc that also need to be assessed for the monetary policy framework.",neutral
http://www.bis.org/review/r210715d.htm,"indeed, with its speed, cost-efficiency and high scalability, tips is best placed to 5 meet the basic requirements laid down by the eurosystem for a digital euro, allowing the processing of one billion transactions per day and the management of hundreds of millions of accounts.",positive
http://www.bis.org/review/r210727b.htm,• the proposals involving central bank digital currencies (cbdcs) emerge as means to protect the financial system and consumers from the risks and suboptimal outcomes of crypto-assets and lightly regulated stable coins.,positive
http://www.bis.org/review/r210727b.htm,"• realizing the benefits of cbdcs and digital payments comes along with the implicit requirement to foster public payments' infrastructure, including new domestic and cross-border payment services.",positive
http://www.bis.org/review/r210804a.htm,"we hope that this line of work can attain concrete short-term recommendations and deliverables, helping all central banks to develop new forms of money and fully operable cbdcs in a very short period of time.",positive
http://www.bis.org/review/r210804a.htm,"new technology and payment infrastructure offer invaluable options to advance financial inclusion, and can become the cornerstones of the best forms of digital money and central bank digital currencies (cbdcs).",positive
http://www.bis.org/review/r210804b.htm,technology has enabled greater efficiency and ease of use in payments but the introduction of a digital euro would represent a fundamental shift in the financial architecture of the euro area (a blog from the imf earlier this year gives a nice overview of some of the implications that could come with the introduction of digital currencies).,neutral
http://www.bis.org/review/r210804b.htm,"our work on a digital euro, the ongoing developments in the eu regulatory framework and wider international developments will help us to better understand the benefits and risks from introducing ""real"" digital currencies.",neutral
http://www.bis.org/review/r210804b.htm,"crypto of course, a digital euro (or dollar or pound or yuan) isn't the only issue in the increasing digitalisation of finance.",neutral
http://www.bis.org/review/r210806a.htm,"this bedrock principle has stood america in good stead since its founding, and i don't think that cbdcs are the case for making an exception.",negative
http://www.bis.org/review/r210806a.htm,"there are also potential risks associated with a cbdc, and i will touch on those at the end of my remarks.",negative
http://www.bis.org/review/r210806a.htm,"there are also potential costs and risks associated with a cbdc, some of which i have alluded to already.",negative
http://www.bis.org/review/r210806a.htm,the competition of a fed cbdc could disintermediate commercial banks and threaten a division of labor in the financial system that works well.,negative
http://www.bis.org/review/r210806a.htm,"some commentators have expressed concern, for example, that the availability of a chinese cbdc will undermine the status of the u.s. dollar.",negative
http://www.bis.org/review/r210806a.htm,some argue that introducing a cbdc would improve financial inclusion by allowing the unbanked to more readily access financial services.,positive
http://www.bis.org/review/r210806a.htm,"so, spurring innovation is not a compelling reason to introduce a cbdc.",negative
http://www.bis.org/review/r210806a.htm,"so, a lack of connectedness and geographic breadth in the u.s. payment system is not a good reason to introduce a cbdc.",negative
http://www.bis.org/review/r210806a.htm,"since these factors are primarily technological, and there is no reason to think that the federal reserve can develop cheaper technology than private firms, it seems unlikely that the federal reserve would be able to process cbdc payments at a materially lower marginal cost than existing private-sector 12 payment services.",negative
http://www.bis.org/review/r210806a.htm,should the federal reserve create a cbdc for the same reason?,neutral
http://www.bis.org/review/r210806a.htm,"returning to possible problems a cbdc could solve, it is often argued that the creation of a cbdc would spur innovation in the payment system.",neutral
http://www.bis.org/review/r210806a.htm,"return to text 13 see david andolfatto ""assessing the impact of central bank digital currency on private banks,"" the economic journal 131 (february 2021): 525-40. return to text 14 the federal reserve's longstanding policy is to offer new payment services to its accountholders only when ""other providers alone cannot be expected to provide with reasonable effectiveness, scope, and equity.""",neutral
http://www.bis.org/review/r210806a.htm,note that any cbdc would require some kind of supporting technology.,neutral
http://www.bis.org/review/r210806a.htm,"it seems to me, however, that private-sector innovations might reduce the markup charged by 14 banks more effectively than a cbdc would.",negative
http://www.bis.org/review/r210806a.htm,"it is implausible to me that developing a cbdc is the simplest, least costly way to reach this 1 percent of households.",negative
http://www.bis.org/review/r210806a.htm,"in summary, while cbdcs continue to generate enormous interest in the united states and other countries, i remain skeptical that a federal reserve cbdc would solve any major problem confronting the u.s. payment system.",negative
http://www.bis.org/review/r210806a.htm,"i expect these and other potential risks from a cbdc will be addressed in the forthcoming discussion paper, and i intend to expand upon them as the debate over digital currencies moves forward.",neutral
http://www.bis.org/review/r210806a.htm,"hence, it seems unnecessary for the federal reserve to create a cbdc to drive down payment rents.",negative
http://www.bis.org/review/r210806a.htm,"eliminating currency is a policy choice, however, not an economic outcome, and chair powell has made clear that u.s. currency is not going to be replaced by a cbdc.",neutral
http://www.bis.org/review/r210806a.htm,"deposits would flow from commercial banks into cbdc accounts, which would put pressure on banks to lower their fees, or raise the interest rate 13 paid on deposits, to prevent additional deposit outflows.",negative
http://www.bis.org/review/r210806a.htm,could the problem be that the reserve currency status of the u.s. dollar is at risk and the creation of a federal reserve cbdc is needed to maintain the primacy of the u.s. dollar?,neutral
http://www.bis.org/review/r210806a.htm,could it be that a cbdc is needed because existing payment services are unreasonably expensive?,neutral
http://www.bis.org/review/r210806a.htm,consideration of the case for a federal reserve cbdc this brings us back to my original question: what is the problem with our current payment system that only a cbdc would solve?,neutral
http://www.bis.org/review/r210806a.htm,"any such general purpose, accountbased cbdc would likely require explicit congressional authorization.",neutral
http://www.bis.org/review/r210806a.htm,"and, as cybersecurity concerns mount, a cbdc could become a new target for those threats.",negative
http://www.bis.org/review/r210806a.htm,"after exploring many possible problems that a cbdc could solve, i am left with the conclusion that a cbdc remains a solution in search of a problem.",negative
http://www.bis.org/review/r210806a.htm,"(of course, federal reserve cbdc accounts that are available to persons outside the united states might promote use of the dollar, but global availability of federal reserve cbdc accounts would also raise acute problems related to, among other things, money laundering.)",negative
http://www.bis.org/review/r210809b.htm,yet one thing is clear: the eurosystem will continue to provide cash; the digital euro would be an additional offering.,neutral
